,County,Day,Cases,Week,Date,Population,Rate,Log
131,Saint Lucie,1,0,1,3/3/20,304743.0,0.0,0.0
200,Saint Lucie,2,0,1,3/4/20,304743.0,0.0,0.0
269,Saint Lucie,3,0,1,3/5/20,304743.0,0.0,0.0
338,Saint Lucie,4,0,1,3/6/20,304743.0,0.0,0.0
407,Saint Lucie,5,0,1,3/7/20,304743.0,0.0,0.0
476,Saint Lucie,6,0,1,3/8/20,304743.0,0.0,0.0
545,Saint Lucie,7,0,2,3/9/20,304743.0,0.0,0.0
614,Saint Lucie,8,0,2,3/10/20,304743.0,0.0,0.0
683,Saint Lucie,9,0,2,3/11/20,304743.0,0.0,0.0
752,Saint Lucie,10,0,2,3/12/20,304743.0,0.0,0.0
821,Saint Lucie,11,0,2,3/13/20,304743.0,0.0,0.0
890,Saint Lucie,12,0,2,3/14/20,304743.0,0.0,0.0
959,Saint Lucie,13,0,2,3/15/20,304743.0,0.0,0.0
1028,Saint Lucie,14,0,3,3/16/20,304743.0,0.0,0.0
1097,Saint Lucie,15,0,3,3/17/20,304743.0,0.0,0.0
1166,Saint Lucie,16,0,3,3/18/20,304743.0,0.0,0.0
1235,Saint Lucie,17,0,3,3/19/20,304743.0,0.0,0.0
1304,Saint Lucie,18,0,3,3/20/20,304743.0,0.0,0.0
1373,Saint Lucie,19,0,3,3/21/20,304743.0,0.0,0.0
1442,Saint Lucie,20,0,3,3/22/20,304743.0,0.0,0.0
1511,Saint Lucie,21,0,4,3/23/20,304743.0,0.0,0.0
1580,Saint Lucie,22,0,4,3/24/20,304743.0,0.0,0.0
38,Santa Rosa,0,0,1,3/2/20,175552.0,0.0,0.0
107,Santa Rosa,1,0,1,3/3/20,175552.0,0.0,0.0
176,Santa Rosa,2,0,1,3/4/20,175552.0,0.0,0.0
245,Santa Rosa,3,1,1,3/5/20,175552.0,0.5696317900109369,0.0
314,Santa Rosa,4,0,1,3/6/20,175552.0,0.0,0.0
383,Santa Rosa,5,0,1,3/7/20,175552.0,0.0,0.0
452,Santa Rosa,6,0,1,3/8/20,175552.0,0.0,0.0
521,Santa Rosa,7,0,2,3/9/20,175552.0,0.0,0.0
590,Santa Rosa,8,0,2,3/10/20,175552.0,0.0,0.0
659,Santa Rosa,9,0,2,3/11/20,175552.0,0.0,0.0
728,Santa Rosa,10,0,2,3/12/20,175552.0,0.0,0.0
797,Santa Rosa,11,0,2,3/13/20,175552.0,0.0,0.0
866,Santa Rosa,12,0,2,3/14/20,175552.0,0.0,0.0
935,Santa Rosa,13,0,2,3/15/20,175552.0,0.0,0.0
1004,Santa Rosa,14,0,3,3/16/20,175552.0,0.0,0.0
1073,Santa Rosa,15,0,3,3/17/20,175552.0,0.0,0.0
1142,Santa Rosa,16,1,3,3/18/20,175552.0,0.5696317900109369,0.0
1211,Santa Rosa,17,0,3,3/19/20,175552.0,0.0,0.0
1280,Santa Rosa,18,1,3,3/20/20,175552.0,0.5696317900109369,0.0
1349,Santa Rosa,19,0,3,3/21/20,175552.0,0.0,0.0
1418,Santa Rosa,20,0,3,3/22/20,175552.0,0.0,0.0
1487,Santa Rosa,21,1,4,3/23/20,175552.0,0.5696317900109369,0.0
1556,Santa Rosa,22,0,4,3/24/20,175552.0,0.0,0.0
39,Sarasota,0,0,1,3/2/20,415896.0,0.0,0.0
108,Sarasota,1,0,1,3/3/20,415896.0,0.0,0.0
177,Sarasota,2,0,1,3/4/20,415896.0,0.0,0.0
246,Sarasota,3,0,1,3/5/20,415896.0,0.0,0.0
315,Sarasota,4,0,1,3/6/20,415896.0,0.0,0.0
384,Sarasota,5,0,1,3/7/20,415896.0,0.0,0.0
453,Sarasota,6,0,1,3/8/20,415896.0,0.0,0.0
522,Sarasota,7,0,2,3/9/20,415896.0,0.0,0.0
591,Sarasota,8,0,2,3/10/20,415896.0,0.0,0.0
660,Sarasota,9,0,2,3/11/20,415896.0,0.0,0.0
729,Sarasota,10,0,2,3/12/20,415896.0,0.0,0.0
798,Sarasota,11,2,2,3/13/20,415896.0,0.4808894531325139,0.6931471805599453
867,Sarasota,12,0,2,3/14/20,415896.0,0.0,0.0
936,Sarasota,13,0,2,3/15/20,415896.0,0.0,0.0
1005,Sarasota,14,2,3,3/16/20,415896.0,0.4808894531325139,0.6931471805599453
1074,Sarasota,15,0,3,3/17/20,415896.0,0.0,0.0
1143,Sarasota,16,0,3,3/18/20,415896.0,0.0,0.0
1212,Sarasota,17,2,3,3/19/20,415896.0,0.4808894531325139,0.6931471805599453
1281,Sarasota,18,2,3,3/20/20,415896.0,0.4808894531325139,0.6931471805599453
1350,Sarasota,19,7,3,3/21/20,415896.0,1.6831130859637988,1.9459101490553132
1419,Sarasota,20,5,3,3/22/20,415896.0,1.2022236328312847,1.6094379124341003
1488,Sarasota,21,4,4,3/23/20,415896.0,0.9617789062650278,1.3862943611198906
1557,Sarasota,22,2,4,3/24/20,415896.0,0.4808894531325139,0.6931471805599453
40,Seminole,0,0,1,3/2/20,463627.0,0.0,0.0
109,Seminole,1,0,1,3/3/20,463627.0,0.0,0.0
178,Seminole,2,0,1,3/4/20,463627.0,0.0,0.0
247,Seminole,3,0,1,3/5/20,463627.0,0.0,0.0
316,Seminole,4,0,1,3/6/20,463627.0,0.0,0.0
385,Seminole,5,0,1,3/7/20,463627.0,0.0,0.0
454,Seminole,6,0,1,3/8/20,463627.0,0.0,0.0
523,Seminole,7,0,2,3/9/20,463627.0,0.0,0.0
592,Seminole,8,0,2,3/10/20,463627.0,0.0,0.0
661,Seminole,9,0,2,3/11/20,463627.0,0.0,0.0
730,Seminole,10,1,2,3/12/20,463627.0,0.21569063061469673,0.0
799,Seminole,11,0,2,3/13/20,463627.0,0.0,0.0
868,Seminole,12,3,2,3/14/20,463627.0,0.6470718918440902,1.0986122886681098
937,Seminole,13,0,2,3/15/20,463627.0,0.0,0.0
1006,Seminole,14,0,3,3/16/20,463627.0,0.0,0.0
1075,Seminole,15,2,3,3/17/20,463627.0,0.43138126122939346,0.6931471805599453
1144,Seminole,16,2,3,3/18/20,463627.0,0.43138126122939346,0.6931471805599453
1213,Seminole,17,0,3,3/19/20,463627.0,0.0,0.0
1282,Seminole,18,3,3,3/20/20,463627.0,0.6470718918440902,1.0986122886681098
1351,Seminole,19,5,3,3/21/20,463627.0,1.0784531530734838,1.6094379124341003
1420,Seminole,20,3,3,3/22/20,463627.0,0.6470718918440902,1.0986122886681098
1489,Seminole,21,4,4,3/23/20,463627.0,0.8627625224587869,1.3862943611198906
1558,Seminole,22,0,4,3/24/20,463627.0,0.0,0.0
41,St. Johns,0,0,1,3/2/20,,,0.0
110,St. Johns,1,0,1,3/3/20,,,0.0
179,St. Johns,2,0,1,3/4/20,,,0.0
248,St. Johns,3,0,1,3/5/20,,,0.0
317,St. Johns,4,0,1,3/6/20,,,0.0
386,St. Johns,5,0,1,3/7/20,,,0.0
455,St. Johns,6,0,1,3/8/20,,,0.0
524,St. Johns,7,0,2,3/9/20,,,0.0
593,St. Johns,8,0,2,3/10/20,,,0.0
662,St. Johns,9,0,2,3/11/20,,,0.0
731,St. Johns,10,1,2,3/12/20,,,0.0
800,St. Johns,11,0,2,3/13/20,,,0.0
869,St. Johns,12,1,2,3/14/20,,,0.0
938,St. Johns,13,0,2,3/15/20,,,0.0
1007,St. Johns,14,1,3,3/16/20,,,0.0
1076,St. Johns,15,0,3,3/17/20,,,0.0
1145,St. Johns,16,2,3,3/18/20,,,0.6931471805599453
1214,St. Johns,17,0,3,3/19/20,,,0.0
1283,St. Johns,18,4,3,3/20/20,,,1.3862943611198906
1352,St. Johns,19,3,3,3/21/20,,,1.0986122886681098
1421,St. Johns,20,10,3,3/22/20,,,2.302585092994046
1490,St. Johns,21,5,4,3/23/20,,,1.6094379124341003
1559,St. Johns,22,1,4,3/24/20,,,0.0
42,Sumter,0,0,1,3/2/20,125779.0,0.0,0.0
111,Sumter,1,0,1,3/3/20,125779.0,0.0,0.0
180,Sumter,2,0,1,3/4/20,125779.0,0.0,0.0
249,Sumter,3,0,1,3/5/20,125779.0,0.0,0.0
318,Sumter,4,0,1,3/6/20,125779.0,0.0,0.0
387,Sumter,5,0,1,3/7/20,125779.0,0.0,0.0
456,Sumter,6,0,1,3/8/20,125779.0,0.0,0.0
525,Sumter,7,0,2,3/9/20,125779.0,0.0,0.0
594,Sumter,8,0,2,3/10/20,125779.0,0.0,0.0
663,Sumter,9,0,2,3/11/20,125779.0,0.0,0.0
732,Sumter,10,0,2,3/12/20,125779.0,0.0,0.0
801,Sumter,11,0,2,3/13/20,125779.0,0.0,0.0
870,Sumter,12,0,2,3/14/20,125779.0,0.0,0.0
939,Sumter,13,0,2,3/15/20,125779.0,0.0,0.0
1008,Sumter,14,0,3,3/16/20,125779.0,0.0,0.0
1077,Sumter,15,0,3,3/17/20,125779.0,0.0,0.0
1146,Sumter,16,1,3,3/18/20,125779.0,0.7950452778285724,0.0
1215,Sumter,17,1,3,3/19/20,125779.0,0.7950452778285724,0.0
1284,Sumter,18,0,3,3/20/20,125779.0,0.0,0.0
1353,Sumter,19,2,3,3/21/20,125779.0,1.5900905556571447,0.6931471805599453
1422,Sumter,20,4,3,3/22/20,125779.0,3.1801811113142895,1.3862943611198906
1491,Sumter,21,2,4,3/23/20,125779.0,1.5900905556571447,0.6931471805599453
1560,Sumter,22,0,4,3/24/20,125779.0,0.0,0.0
63,Suwannee,0,0,1,3/2/20,45123.0,0.0,0.0
132,Suwannee,1,0,1,3/3/20,45123.0,0.0,0.0
201,Suwannee,2,0,1,3/4/20,45123.0,0.0,0.0
270,Suwannee,3,0,1,3/5/20,45123.0,0.0,0.0
339,Suwannee,4,0,1,3/6/20,45123.0,0.0,0.0
408,Suwannee,5,0,1,3/7/20,45123.0,0.0,0.0
477,Suwannee,6,0,1,3/8/20,45123.0,0.0,0.0
546,Suwannee,7,0,2,3/9/20,45123.0,0.0,0.0
615,Suwannee,8,0,2,3/10/20,45123.0,0.0,0.0
684,Suwannee,9,0,2,3/11/20,45123.0,0.0,0.0
753,Suwannee,10,0,2,3/12/20,45123.0,0.0,0.0
822,Suwannee,11,0,2,3/13/20,45123.0,0.0,0.0
891,Suwannee,12,0,2,3/14/20,45123.0,0.0,0.0
960,Suwannee,13,0,2,3/15/20,45123.0,0.0,0.0
1029,Suwannee,14,0,3,3/16/20,45123.0,0.0,0.0
1098,Suwannee,15,0,3,3/17/20,45123.0,0.0,0.0
1167,Suwannee,16,0,3,3/18/20,45123.0,0.0,0.0
1236,Suwannee,17,0,3,3/19/20,45123.0,0.0,0.0
1305,Suwannee,18,0,3,3/20/20,45123.0,0.0,0.0
1374,Suwannee,19,0,3,3/21/20,45123.0,0.0,0.0
1443,Suwannee,20,0,3,3/22/20,45123.0,0.0,0.0
1512,Suwannee,21,0,4,3/23/20,45123.0,0.0,0.0
1581,Suwannee,22,0,4,3/24/20,45123.0,0.0,0.0
64,Taylor,0,0,1,3/2/20,22258.0,0.0,0.0
133,Taylor,1,0,1,3/3/20,22258.0,0.0,0.0
202,Taylor,2,0,1,3/4/20,22258.0,0.0,0.0
271,Taylor,3,0,1,3/5/20,22258.0,0.0,0.0
340,Taylor,4,0,1,3/6/20,22258.0,0.0,0.0
409,Taylor,5,0,1,3/7/20,22258.0,0.0,0.0
478,Taylor,6,0,1,3/8/20,22258.0,0.0,0.0
547,Taylor,7,0,2,3/9/20,22258.0,0.0,0.0
616,Taylor,8,0,2,3/10/20,22258.0,0.0,0.0
685,Taylor,9,0,2,3/11/20,22258.0,0.0,0.0
754,Taylor,10,0,2,3/12/20,22258.0,0.0,0.0
823,Taylor,11,0,2,3/13/20,22258.0,0.0,0.0
892,Taylor,12,0,2,3/14/20,22258.0,0.0,0.0
961,Taylor,13,0,2,3/15/20,22258.0,0.0,0.0
1030,Taylor,14,0,3,3/16/20,22258.0,0.0,0.0
1099,Taylor,15,0,3,3/17/20,22258.0,0.0,0.0
1168,Taylor,16,0,3,3/18/20,22258.0,0.0,0.0
1237,Taylor,17,0,3,3/19/20,22258.0,0.0,0.0
1306,Taylor,18,0,3,3/20/20,22258.0,0.0,0.0
1375,Taylor,19,0,3,3/21/20,22258.0,0.0,0.0
1444,Taylor,20,0,3,3/22/20,22258.0,0.0,0.0
1513,Taylor,21,0,4,3/23/20,22258.0,0.0,0.0
1582,Taylor,22,0,4,3/24/20,22258.0,0.0,0.0
65,Union,0,0,1,3/2/20,15966.0,0.0,0.0
134,Union,1,0,1,3/3/20,15966.0,0.0,0.0
203,Union,2,0,1,3/4/20,15966.0,0.0,0.0
272,Union,3,0,1,3/5/20,15966.0,0.0,0.0
341,Union,4,0,1,3/6/20,15966.0,0.0,0.0
410,Union,5,0,1,3/7/20,15966.0,0.0,0.0
479,Union,6,0,1,3/8/20,15966.0,0.0,0.0
548,Union,7,0,2,3/9/20,15966.0,0.0,0.0
617,Union,8,0,2,3/10/20,15966.0,0.0,0.0
686,Union,9,0,2,3/11/20,15966.0,0.0,0.0
755,Union,10,0,2,3/12/20,15966.0,0.0,0.0
824,Union,11,0,2,3/13/20,15966.0,0.0,0.0
893,Union,12,0,2,3/14/20,15966.0,0.0,0.0
962,Union,13,0,2,3/15/20,15966.0,0.0,0.0
1031,Union,14,0,3,3/16/20,15966.0,0.0,0.0
1100,Union,15,0,3,3/17/20,15966.0,0.0,0.0
1169,Union,16,0,3,3/18/20,15966.0,0.0,0.0
1238,Union,17,0,3,3/19/20,15966.0,0.0,0.0
1307,Union,18,0,3,3/20/20,15966.0,0.0,0.0
1376,Union,19,0,3,3/21/20,15966.0,0.0,0.0
1445,Union,20,0,3,3/22/20,15966.0,0.0,0.0
1514,Union,21,0,4,3/23/20,15966.0,0.0,0.0
1583,Union,22,0,4,3/24/20,15966.0,0.0,0.0
43,Volusia,0,0,1,3/2/20,532926.0,0.0,0.0
112,Volusia,1,0,1,3/3/20,532926.0,0.0,0.0
181,Volusia,2,0,1,3/4/20,532926.0,0.0,0.0
250,Volusia,3,0,1,3/5/20,532926.0,0.0,0.0
319,Volusia,4,0,1,3/6/20,532926.0,0.0,0.0
388,Volusia,5,0,1,3/7/20,532926.0,0.0,0.0
457,Volusia,6,1,1,3/8/20,532926.0,0.18764331257998296,0.0
526,Volusia,7,1,2,3/9/20,532926.0,0.18764331257998296,0.0
595,Volusia,8,0,2,3/10/20,532926.0,0.0,0.0
664,Volusia,9,0,2,3/11/20,532926.0,0.0,0.0
733,Volusia,10,0,2,3/12/20,532926.0,0.0,0.0
802,Volusia,11,1,2,3/13/20,532926.0,0.18764331257998296,0.0
871,Volusia,12,3,2,3/14/20,532926.0,0.5629299377399489,1.0986122886681098
940,Volusia,13,1,2,3/15/20,532926.0,0.18764331257998296,0.0
1009,Volusia,14,1,3,3/16/20,532926.0,0.18764331257998296,0.0
1078,Volusia,15,1,3,3/17/20,532926.0,0.18764331257998296,0.0
1147,Volusia,16,0,3,3/18/20,532926.0,0.0,0.0
1216,Volusia,17,0,3,3/19/20,532926.0,0.0,0.0
1285,Volusia,18,1,3,3/20/20,532926.0,0.18764331257998296,0.0
1354,Volusia,19,2,3,3/21/20,532926.0,0.3752866251599659,0.6931471805599453
1423,Volusia,20,2,3,3/22/20,532926.0,0.3752866251599659,0.6931471805599453
1492,Volusia,21,3,4,3/23/20,532926.0,0.5629299377399489,1.0986122886681098
1561,Volusia,22,1,4,3/24/20,532926.0,0.18764331257998296,0.0
66,Wakulla,0,0,1,3/2/20,32350.0,0.0,0.0
135,Wakulla,1,0,1,3/3/20,32350.0,0.0,0.0
204,Wakulla,2,0,1,3/4/20,32350.0,0.0,0.0
273,Wakulla,3,0,1,3/5/20,32350.0,0.0,0.0
342,Wakulla,4,0,1,3/6/20,32350.0,0.0,0.0
411,Wakulla,5,0,1,3/7/20,32350.0,0.0,0.0
480,Wakulla,6,0,1,3/8/20,32350.0,0.0,0.0
549,Wakulla,7,0,2,3/9/20,32350.0,0.0,0.0
618,Wakulla,8,0,2,3/10/20,32350.0,0.0,0.0
687,Wakulla,9,0,2,3/11/20,32350.0,0.0,0.0
756,Wakulla,10,0,2,3/12/20,32350.0,0.0,0.0
825,Wakulla,11,0,2,3/13/20,32350.0,0.0,0.0
894,Wakulla,12,0,2,3/14/20,32350.0,0.0,0.0
963,Wakulla,13,0,2,3/15/20,32350.0,0.0,0.0
1032,Wakulla,14,0,3,3/16/20,32350.0,0.0,0.0
1101,Wakulla,15,0,3,3/17/20,32350.0,0.0,0.0
1170,Wakulla,16,0,3,3/18/20,32350.0,0.0,0.0
1239,Wakulla,17,0,3,3/19/20,32350.0,0.0,0.0
1308,Wakulla,18,0,3,3/20/20,32350.0,0.0,0.0
1377,Wakulla,19,0,3,3/21/20,32350.0,0.0,0.0
1446,Wakulla,20,0,3,3/22/20,32350.0,0.0,0.0
1515,Wakulla,21,0,4,3/23/20,32350.0,0.0,0.0
1584,Wakulla,22,0,4,3/24/20,32350.0,0.0,0.0
44,Walton,0,0,1,3/2/20,67926.0,0.0,0.0
113,Walton,1,0,1,3/3/20,67926.0,0.0,0.0
182,Walton,2,0,1,3/4/20,67926.0,0.0,0.0
251,Walton,3,0,1,3/5/20,67926.0,0.0,0.0
320,Walton,4,0,1,3/6/20,67926.0,0.0,0.0
389,Walton,5,0,1,3/7/20,67926.0,0.0,0.0
458,Walton,6,0,1,3/8/20,67926.0,0.0,0.0
527,Walton,7,0,2,3/9/20,67926.0,0.0,0.0
596,Walton,8,0,2,3/10/20,67926.0,0.0,0.0
665,Walton,9,0,2,3/11/20,67926.0,0.0,0.0
734,Walton,10,0,2,3/12/20,67926.0,0.0,0.0
803,Walton,11,0,2,3/13/20,67926.0,0.0,0.0
872,Walton,12,0,2,3/14/20,67926.0,0.0,0.0
941,Walton,13,0,2,3/15/20,67926.0,0.0,0.0
1010,Walton,14,0,3,3/16/20,67926.0,0.0,0.0
1079,Walton,15,0,3,3/17/20,67926.0,0.0,0.0
1148,Walton,16,1,3,3/18/20,67926.0,1.4721903247651855,0.0
1217,Walton,17,0,3,3/19/20,67926.0,0.0,0.0
1286,Walton,18,2,3,3/20/20,67926.0,2.944380649530371,0.6931471805599453
1355,Walton,19,0,3,3/21/20,67926.0,0.0,0.0
1424,Walton,20,0,3,3/22/20,67926.0,0.0,0.0
1493,Walton,21,6,4,3/23/20,67926.0,8.833141948591114,1.791759469228055
1562,Walton,22,1,4,3/24/20,67926.0,1.4721903247651855,0.0
67,Washington,0,0,1,3/2/20,25243.0,0.0,0.0
136,Washington,1,0,1,3/3/20,25243.0,0.0,0.0
205,Washington,2,0,1,3/4/20,25243.0,0.0,0.0
274,Washington,3,0,1,3/5/20,25243.0,0.0,0.0
343,Washington,4,0,1,3/6/20,25243.0,0.0,0.0
412,Washington,5,0,1,3/7/20,25243.0,0.0,0.0
481,Washington,6,0,1,3/8/20,25243.0,0.0,0.0
550,Washington,7,0,2,3/9/20,25243.0,0.0,0.0
619,Washington,8,0,2,3/10/20,25243.0,0.0,0.0
688,Washington,9,0,2,3/11/20,25243.0,0.0,0.0
757,Washington,10,0,2,3/12/20,25243.0,0.0,0.0
826,Washington,11,0,2,3/13/20,25243.0,0.0,0.0
895,Washington,12,0,2,3/14/20,25243.0,0.0,0.0
964,Washington,13,0,2,3/15/20,25243.0,0.0,0.0
1033,Washington,14,0,3,3/16/20,25243.0,0.0,0.0
1102,Washington,15,0,3,3/17/20,25243.0,0.0,0.0
1171,Washington,16,0,3,3/18/20,25243.0,0.0,0.0
1240,Washington,17,0,3,3/19/20,25243.0,0.0,0.0
1309,Washington,18,0,3,3/20/20,25243.0,0.0,0.0
1378,Washington,19,0,3,3/21/20,25243.0,0.0,0.0
1447,Washington,20,0,3,3/22/20,25243.0,0.0,0.0
1516,Washington,21,0,4,3/23/20,25243.0,0.0,0.0
1585,Washington,22,0,4,3/24/20,25243.0,0.0,0.0
