,County,Day,Cases,Week,Date,Population,Rate,Change,Double,LogChange,DoubleTime
0,Alachua,0,0,1,3/2/20,263753.0,0.0,0.0,No,,
69,Alachua,1,0,1,3/3/20,263753.0,0.0,0.0,No,,inf
138,Alachua,2,0,1,3/4/20,263753.0,0.0,0.0,No,,inf
207,Alachua,3,0,1,3/5/20,263753.0,0.0,0.0,No,,inf
276,Alachua,4,0,1,3/6/20,263753.0,0.0,0.0,No,,inf
345,Alachua,5,0,1,3/7/20,263753.0,0.0,0.0,No,,inf
414,Alachua,6,0,1,3/8/20,263753.0,0.0,0.0,No,,inf
483,Alachua,7,0,2,3/9/20,263753.0,0.0,0.0,No,,inf
552,Alachua,8,1,2,3/10/20,263753.0,0.3791426069087366,1.0,Yes,inf,1.0
621,Alachua,9,0,2,3/11/20,263753.0,0.0,-1.0,No,-inf,-inf
690,Alachua,10,0,2,3/12/20,263753.0,0.0,0.0,No,,inf
759,Alachua,11,1,2,3/13/20,263753.0,0.3791426069087366,1.0,Yes,inf,1.0
828,Alachua,12,1,2,3/14/20,263753.0,0.3791426069087366,0.0,Yes,0.0,inf
897,Alachua,13,0,2,3/15/20,263753.0,0.0,-1.0,No,-inf,-inf
966,Alachua,14,1,3,3/16/20,263753.0,0.3791426069087366,1.0,Yes,inf,1.0
1035,Alachua,15,2,3,3/17/20,263753.0,0.7582852138174732,1.0,Yes,0.6931471805599454,0.5
1104,Alachua,16,3,3,3/18/20,263753.0,1.1374278207262098,1.0,Yes,0.4054651081081645,0.3333333333333333
1173,Alachua,17,2,3,3/19/20,263753.0,0.7582852138174732,-1.0,No,-0.4054651081081645,-0.5
1242,Alachua,18,5,3,3/20/20,263753.0,1.8957130345436828,3.0,Yes,0.9162907318741551,0.06666666666666667
1311,Alachua,19,13,3,3/21/20,263753.0,4.928853889813576,8.0,Yes,0.9555114450274365,0.009615384615384616
1380,Alachua,20,5,3,3/22/20,263753.0,1.8957130345436828,-8.0,No,-0.9555114450274365,-0.025
1449,Alachua,21,2,4,3/23/20,263753.0,0.7582852138174732,-3.0,No,-0.9162907318741551,-0.16666666666666666
1518,Alachua,22,1,4,3/24/20,263753.0,0.3791426069087366,-1.0,No,-0.6931471805599454,-1.0
1,Baker,0,0,1,3/2/20,27488.0,0.0,0.0,No,-inf,-inf
70,Baker,1,0,1,3/3/20,27488.0,0.0,0.0,No,,inf
139,Baker,2,0,1,3/4/20,27488.0,0.0,0.0,No,,inf
208,Baker,3,0,1,3/5/20,27488.0,0.0,0.0,No,,inf
277,Baker,4,0,1,3/6/20,27488.0,0.0,0.0,No,,inf
346,Baker,5,0,1,3/7/20,27488.0,0.0,0.0,No,,inf
415,Baker,6,0,1,3/8/20,27488.0,0.0,0.0,No,,inf
484,Baker,7,0,2,3/9/20,27488.0,0.0,0.0,No,,inf
553,Baker,8,0,2,3/10/20,27488.0,0.0,0.0,No,,inf
622,Baker,9,0,2,3/11/20,27488.0,0.0,0.0,No,,inf
691,Baker,10,0,2,3/12/20,27488.0,0.0,0.0,No,,inf
760,Baker,11,0,2,3/13/20,27488.0,0.0,0.0,No,,inf
829,Baker,12,0,2,3/14/20,27488.0,0.0,0.0,No,,inf
898,Baker,13,0,2,3/15/20,27488.0,0.0,0.0,No,,inf
967,Baker,14,0,3,3/16/20,27488.0,0.0,0.0,No,,inf
1036,Baker,15,0,3,3/17/20,27488.0,0.0,0.0,No,,inf
1105,Baker,16,0,3,3/18/20,27488.0,0.0,0.0,No,,inf
1174,Baker,17,0,3,3/19/20,27488.0,0.0,0.0,No,,inf
1243,Baker,18,1,3,3/20/20,27488.0,3.637951105937136,1.0,Yes,inf,1.0
1312,Baker,19,0,3,3/21/20,27488.0,0.0,-1.0,No,-inf,-inf
1381,Baker,20,2,3,3/22/20,27488.0,7.275902211874272,2.0,Yes,inf,0.25
1450,Baker,21,0,4,3/23/20,27488.0,0.0,-2.0,No,-inf,-inf
1519,Baker,22,1,4,3/24/20,27488.0,3.637951105937136,1.0,Yes,inf,1.0
2,Bay,0,0,1,3/2/20,182218.0,0.0,0.0,No,-inf,-inf
71,Bay,1,0,1,3/3/20,182218.0,0.0,0.0,No,,inf
140,Bay,2,0,1,3/4/20,182218.0,0.0,0.0,No,,inf
209,Bay,3,0,1,3/5/20,182218.0,0.0,0.0,No,,inf
278,Bay,4,0,1,3/6/20,182218.0,0.0,0.0,No,,inf
347,Bay,5,0,1,3/7/20,182218.0,0.0,0.0,No,,inf
416,Bay,6,0,1,3/8/20,182218.0,0.0,0.0,No,,inf
485,Bay,7,0,2,3/9/20,182218.0,0.0,0.0,No,,inf
554,Bay,8,0,2,3/10/20,182218.0,0.0,0.0,No,,inf
623,Bay,9,0,2,3/11/20,182218.0,0.0,0.0,No,,inf
692,Bay,10,0,2,3/12/20,182218.0,0.0,0.0,No,,inf
761,Bay,11,0,2,3/13/20,182218.0,0.0,0.0,No,,inf
830,Bay,12,0,2,3/14/20,182218.0,0.0,0.0,No,,inf
899,Bay,13,0,2,3/15/20,182218.0,0.0,0.0,No,,inf
968,Bay,14,0,3,3/16/20,182218.0,0.0,0.0,No,,inf
1037,Bay,15,0,3,3/17/20,182218.0,0.0,0.0,No,,inf
1106,Bay,16,0,3,3/18/20,182218.0,0.0,0.0,No,,inf
1175,Bay,17,0,3,3/19/20,182218.0,0.0,0.0,No,,inf
1244,Bay,18,0,3,3/20/20,182218.0,0.0,0.0,No,,inf
1313,Bay,19,1,3,3/21/20,182218.0,0.5487932037449648,1.0,Yes,inf,1.0
1382,Bay,20,0,3,3/22/20,182218.0,0.0,-1.0,No,-inf,-inf
1451,Bay,21,0,4,3/23/20,182218.0,0.0,0.0,No,,inf
1520,Bay,22,0,4,3/24/20,182218.0,0.0,0.0,No,,inf
3,Bradford,0,0,1,3/2/20,28083.0,0.0,0.0,No,,inf
72,Bradford,1,0,1,3/3/20,28083.0,0.0,0.0,No,,inf
141,Bradford,2,0,1,3/4/20,28083.0,0.0,0.0,No,,inf
210,Bradford,3,0,1,3/5/20,28083.0,0.0,0.0,No,,inf
279,Bradford,4,0,1,3/6/20,28083.0,0.0,0.0,No,,inf
348,Bradford,5,0,1,3/7/20,28083.0,0.0,0.0,No,,inf
417,Bradford,6,0,1,3/8/20,28083.0,0.0,0.0,No,,inf
486,Bradford,7,0,2,3/9/20,28083.0,0.0,0.0,No,,inf
555,Bradford,8,0,2,3/10/20,28083.0,0.0,0.0,No,,inf
624,Bradford,9,0,2,3/11/20,28083.0,0.0,0.0,No,,inf
693,Bradford,10,0,2,3/12/20,28083.0,0.0,0.0,No,,inf
762,Bradford,11,0,2,3/13/20,28083.0,0.0,0.0,No,,inf
831,Bradford,12,0,2,3/14/20,28083.0,0.0,0.0,No,,inf
900,Bradford,13,0,2,3/15/20,28083.0,0.0,0.0,No,,inf
969,Bradford,14,0,3,3/16/20,28083.0,0.0,0.0,No,,inf
1038,Bradford,15,0,3,3/17/20,28083.0,0.0,0.0,No,,inf
1107,Bradford,16,0,3,3/18/20,28083.0,0.0,0.0,No,,inf
1176,Bradford,17,0,3,3/19/20,28083.0,0.0,0.0,No,,inf
1245,Bradford,18,0,3,3/20/20,28083.0,0.0,0.0,No,,inf
1314,Bradford,19,0,3,3/21/20,28083.0,0.0,0.0,No,,inf
1383,Bradford,20,1,3,3/22/20,28083.0,3.5608731260905175,1.0,Yes,inf,1.0
1452,Bradford,21,0,4,3/23/20,28083.0,0.0,-1.0,No,-inf,-inf
1521,Bradford,22,0,4,3/24/20,28083.0,0.0,0.0,No,,inf
4,Brevard,0,0,1,3/2/20,584050.0,0.0,0.0,No,,inf
73,Brevard,1,0,1,3/3/20,584050.0,0.0,0.0,No,,inf
142,Brevard,2,0,1,3/4/20,584050.0,0.0,0.0,No,,inf
211,Brevard,3,0,1,3/5/20,584050.0,0.0,0.0,No,,inf
280,Brevard,4,0,1,3/6/20,584050.0,0.0,0.0,No,,inf
349,Brevard,5,0,1,3/7/20,584050.0,0.0,0.0,No,,inf
418,Brevard,6,0,1,3/8/20,584050.0,0.0,0.0,No,,inf
487,Brevard,7,0,2,3/9/20,584050.0,0.0,0.0,No,,inf
556,Brevard,8,0,2,3/10/20,584050.0,0.0,0.0,No,,inf
625,Brevard,9,0,2,3/11/20,584050.0,0.0,0.0,No,,inf
694,Brevard,10,0,2,3/12/20,584050.0,0.0,0.0,No,,inf
763,Brevard,11,0,2,3/13/20,584050.0,0.0,0.0,No,,inf
832,Brevard,12,0,2,3/14/20,584050.0,0.0,0.0,No,,inf
901,Brevard,13,0,2,3/15/20,584050.0,0.0,0.0,No,,inf
970,Brevard,14,0,3,3/16/20,584050.0,0.0,0.0,No,,inf
1039,Brevard,15,1,3,3/17/20,584050.0,0.1712182176183546,1.0,Yes,inf,1.0
1108,Brevard,16,1,3,3/18/20,584050.0,0.1712182176183546,0.0,Yes,0.0,inf
1177,Brevard,17,1,3,3/19/20,584050.0,0.1712182176183546,0.0,Yes,0.0,inf
1246,Brevard,18,1,3,3/20/20,584050.0,0.1712182176183546,0.0,Yes,0.0,inf
1315,Brevard,19,1,3,3/21/20,584050.0,0.1712182176183546,0.0,Yes,0.0,inf
1384,Brevard,20,2,3,3/22/20,584050.0,0.3424364352367092,1.0,Yes,0.6931471805599454,0.5
1453,Brevard,21,0,4,3/23/20,584050.0,0.0,-2.0,No,-inf,-inf
1522,Brevard,22,2,4,3/24/20,584050.0,0.3424364352367092,2.0,Yes,inf,0.25
5,Broward,0,0,1,3/2/20,1903210.0,0.0,0.0,No,-inf,-inf
74,Broward,1,0,1,3/3/20,1903210.0,0.0,0.0,No,,inf
143,Broward,2,0,1,3/4/20,1903210.0,0.0,0.0,No,,inf
212,Broward,3,0,1,3/5/20,1903210.0,0.0,0.0,No,,inf
281,Broward,4,0,1,3/6/20,1903210.0,0.0,0.0,No,,inf
350,Broward,5,2,1,3/7/20,1903210.0,0.10508561850767913,2.0,Yes,inf,0.25
419,Broward,6,0,1,3/8/20,1903210.0,0.0,-2.0,No,-inf,-inf
488,Broward,7,1,2,3/9/20,1903210.0,0.05254280925383956,1.0,Yes,inf,1.0
557,Broward,8,1,2,3/10/20,1903210.0,0.05254280925383956,0.0,Yes,0.0,inf
626,Broward,9,0,2,3/11/20,1903210.0,0.0,-1.0,No,-inf,-inf
695,Broward,10,3,2,3/12/20,1903210.0,0.1576284277615187,3.0,Yes,inf,0.1111111111111111
764,Broward,11,5,2,3/13/20,1903210.0,0.2627140462691978,2.0,Yes,0.5108256237659907,0.1
833,Broward,12,13,2,3/14/20,1903210.0,0.6830565202999144,8.0,Yes,0.9555114450274365,0.009615384615384616
902,Broward,13,16,2,3/15/20,1903210.0,0.840684948061433,3.0,Yes,0.20763936477824446,0.020833333333333332
971,Broward,14,6,3,3/16/20,1903210.0,0.3152568555230374,-10.0,No,-0.9808292530117262,-0.016666666666666666
1040,Broward,15,8,3,3/17/20,1903210.0,0.4203424740307165,2.0,Yes,0.2876820724517809,0.0625
1109,Broward,16,27,3,3/18/20,1903210.0,1.4186558498536683,19.0,Yes,1.2163953243244932,0.001949317738791423
1178,Broward,17,13,3,3/19/20,1903210.0,0.6830565202999144,-14.0,No,-0.7308875085427924,-0.005494505494505495
1247,Broward,18,31,3,3/20/20,1903210.0,1.6288270868690264,18.0,Yes,0.8690378470236095,0.0017921146953405018
1316,Broward,19,39,3,3/21/20,1903210.0,2.049169560899743,8.0,Yes,0.22957444164450025,0.003205128205128205
1385,Broward,20,69,3,3/22/20,1903210.0,3.62545383851493,30.0,Yes,0.570544858467613,0.0004830917874396135
1454,Broward,21,43,4,3/23/20,1903210.0,2.2593407979151015,-26.0,No,-0.4729063889036971,-0.0008944543828264759
1523,Broward,22,34,4,3/24/20,1903210.0,1.7864555146305452,-9.0,No,-0.23483959107740104,-0.0032679738562091504
45,Calhoun,0,0,1,3/2/20,15315.0,0.0,0.0,No,-inf,-inf
114,Calhoun,1,0,1,3/3/20,15315.0,0.0,0.0,No,,inf
183,Calhoun,2,0,1,3/4/20,15315.0,0.0,0.0,No,,inf
252,Calhoun,3,0,1,3/5/20,15315.0,0.0,0.0,No,,inf
321,Calhoun,4,0,1,3/6/20,15315.0,0.0,0.0,No,,inf
390,Calhoun,5,0,1,3/7/20,15315.0,0.0,0.0,No,,inf
459,Calhoun,6,0,1,3/8/20,15315.0,0.0,0.0,No,,inf
528,Calhoun,7,0,2,3/9/20,15315.0,0.0,0.0,No,,inf
597,Calhoun,8,0,2,3/10/20,15315.0,0.0,0.0,No,,inf
666,Calhoun,9,0,2,3/11/20,15315.0,0.0,0.0,No,,inf
735,Calhoun,10,0,2,3/12/20,15315.0,0.0,0.0,No,,inf
804,Calhoun,11,0,2,3/13/20,15315.0,0.0,0.0,No,,inf
873,Calhoun,12,0,2,3/14/20,15315.0,0.0,0.0,No,,inf
942,Calhoun,13,0,2,3/15/20,15315.0,0.0,0.0,No,,inf
1011,Calhoun,14,0,3,3/16/20,15315.0,0.0,0.0,No,,inf
1080,Calhoun,15,0,3,3/17/20,15315.0,0.0,0.0,No,,inf
1149,Calhoun,16,0,3,3/18/20,15315.0,0.0,0.0,No,,inf
1218,Calhoun,17,0,3,3/19/20,15315.0,0.0,0.0,No,,inf
1287,Calhoun,18,0,3,3/20/20,15315.0,0.0,0.0,No,,inf
1356,Calhoun,19,0,3,3/21/20,15315.0,0.0,0.0,No,,inf
1425,Calhoun,20,0,3,3/22/20,15315.0,0.0,0.0,No,,inf
1494,Calhoun,21,0,4,3/23/20,15315.0,0.0,0.0,No,,inf
1563,Calhoun,22,0,4,3/24/20,15315.0,0.0,0.0,No,,inf
6,Charlotte,0,0,1,3/2/20,175413.0,0.0,0.0,No,,inf
75,Charlotte,1,0,1,3/3/20,175413.0,0.0,0.0,No,,inf
144,Charlotte,2,0,1,3/4/20,175413.0,0.0,0.0,No,,inf
213,Charlotte,3,0,1,3/5/20,175413.0,0.0,0.0,No,,inf
282,Charlotte,4,0,1,3/6/20,175413.0,0.0,0.0,No,,inf
351,Charlotte,5,0,1,3/7/20,175413.0,0.0,0.0,No,,inf
420,Charlotte,6,0,1,3/8/20,175413.0,0.0,0.0,No,,inf
489,Charlotte,7,1,2,3/9/20,175413.0,0.5700831751352523,1.0,Yes,inf,1.0
558,Charlotte,8,0,2,3/10/20,175413.0,0.0,-1.0,No,-inf,-inf
627,Charlotte,9,0,2,3/11/20,175413.0,0.0,0.0,No,,inf
696,Charlotte,10,0,2,3/12/20,175413.0,0.0,0.0,No,,inf
765,Charlotte,11,0,2,3/13/20,175413.0,0.0,0.0,No,,inf
834,Charlotte,12,0,2,3/14/20,175413.0,0.0,0.0,No,,inf
903,Charlotte,13,0,2,3/15/20,175413.0,0.0,0.0,No,,inf
972,Charlotte,14,0,3,3/16/20,175413.0,0.0,0.0,No,,inf
1041,Charlotte,15,0,3,3/17/20,175413.0,0.0,0.0,No,,inf
1110,Charlotte,16,0,3,3/18/20,175413.0,0.0,0.0,No,,inf
1179,Charlotte,17,0,3,3/19/20,175413.0,0.0,0.0,No,,inf
1248,Charlotte,18,1,3,3/20/20,175413.0,0.5700831751352523,1.0,Yes,inf,1.0
1317,Charlotte,19,0,3,3/21/20,175413.0,0.0,-1.0,No,-inf,-inf
1386,Charlotte,20,1,3,3/22/20,175413.0,0.5700831751352523,1.0,Yes,inf,1.0
1455,Charlotte,21,0,4,3/23/20,175413.0,0.0,-1.0,No,-inf,-inf
1524,Charlotte,22,0,4,3/24/20,175413.0,0.0,0.0,No,,inf
7,Citrus,0,0,1,3/2/20,145164.0,0.0,0.0,No,,inf
76,Citrus,1,0,1,3/3/20,145164.0,0.0,0.0,No,,inf
145,Citrus,2,0,1,3/4/20,145164.0,0.0,0.0,No,,inf
214,Citrus,3,0,1,3/5/20,145164.0,0.0,0.0,No,,inf
283,Citrus,4,0,1,3/6/20,145164.0,0.0,0.0,No,,inf
352,Citrus,5,0,1,3/7/20,145164.0,0.0,0.0,No,,inf
421,Citrus,6,0,1,3/8/20,145164.0,0.0,0.0,No,,inf
490,Citrus,7,0,2,3/9/20,145164.0,0.0,0.0,No,,inf
559,Citrus,8,0,2,3/10/20,145164.0,0.0,0.0,No,,inf
628,Citrus,9,0,2,3/11/20,145164.0,0.0,0.0,No,,inf
697,Citrus,10,0,2,3/12/20,145164.0,0.0,0.0,No,,inf
766,Citrus,11,0,2,3/13/20,145164.0,0.0,0.0,No,,inf
835,Citrus,12,0,2,3/14/20,145164.0,0.0,0.0,No,,inf
904,Citrus,13,1,2,3/15/20,145164.0,0.6888760298696647,1.0,Yes,inf,1.0
973,Citrus,14,0,3,3/16/20,145164.0,0.0,-1.0,No,-inf,-inf
1042,Citrus,15,1,3,3/17/20,145164.0,0.6888760298696647,1.0,Yes,inf,1.0
1111,Citrus,16,1,3,3/18/20,145164.0,0.6888760298696647,0.0,Yes,0.0,inf
1180,Citrus,17,0,3,3/19/20,145164.0,0.0,-1.0,No,-inf,-inf
1249,Citrus,18,2,3,3/20/20,145164.0,1.3777520597393293,2.0,Yes,inf,0.25
1318,Citrus,19,3,3,3/21/20,145164.0,2.0666280896089937,1.0,Yes,0.4054651081081642,0.3333333333333333
1387,Citrus,20,1,3,3/22/20,145164.0,0.6888760298696647,-2.0,No,-1.0986122886681096,-0.5
1456,Citrus,21,0,4,3/23/20,145164.0,0.0,-1.0,No,-inf,-inf
1525,Citrus,22,0,4,3/24/20,145164.0,0.0,0.0,No,,inf
8,Clay,0,0,1,3/2/20,213565.0,0.0,0.0,No,,inf
77,Clay,1,0,1,3/3/20,213565.0,0.0,0.0,No,,inf
146,Clay,2,0,1,3/4/20,213565.0,0.0,0.0,No,,inf
215,Clay,3,0,1,3/5/20,213565.0,0.0,0.0,No,,inf
284,Clay,4,0,1,3/6/20,213565.0,0.0,0.0,No,,inf
353,Clay,5,0,1,3/7/20,213565.0,0.0,0.0,No,,inf
422,Clay,6,0,1,3/8/20,213565.0,0.0,0.0,No,,inf
491,Clay,7,0,2,3/9/20,213565.0,0.0,0.0,No,,inf
560,Clay,8,0,2,3/10/20,213565.0,0.0,0.0,No,,inf
629,Clay,9,0,2,3/11/20,213565.0,0.0,0.0,No,,inf
698,Clay,10,0,2,3/12/20,213565.0,0.0,0.0,No,,inf
767,Clay,11,1,2,3/13/20,213565.0,0.4682415189754876,1.0,Yes,inf,1.0
836,Clay,12,2,2,3/14/20,213565.0,0.9364830379509752,1.0,Yes,0.6931471805599454,0.5
905,Clay,13,0,2,3/15/20,213565.0,0.0,-2.0,No,-inf,-inf
974,Clay,14,0,3,3/16/20,213565.0,0.0,0.0,No,,inf
1043,Clay,15,1,3,3/17/20,213565.0,0.4682415189754876,1.0,Yes,inf,1.0
1112,Clay,16,0,3,3/18/20,213565.0,0.0,-1.0,No,-inf,-inf
1181,Clay,17,0,3,3/19/20,213565.0,0.0,0.0,No,,inf
1250,Clay,18,1,3,3/20/20,213565.0,0.4682415189754876,1.0,Yes,inf,1.0
1319,Clay,19,1,3,3/21/20,213565.0,0.4682415189754876,0.0,Yes,0.0,inf
1388,Clay,20,2,3,3/22/20,213565.0,0.9364830379509752,1.0,Yes,0.6931471805599454,0.5
1457,Clay,21,0,4,3/23/20,213565.0,0.0,-2.0,No,-inf,-inf
1526,Clay,22,2,4,3/24/20,213565.0,0.9364830379509752,2.0,Yes,inf,0.25
9,Collier,0,0,1,3/2/20,367471.0,0.0,0.0,No,-inf,-inf
78,Collier,1,0,1,3/3/20,367471.0,0.0,0.0,No,,inf
147,Collier,2,0,1,3/4/20,367471.0,0.0,0.0,No,,inf
216,Collier,3,0,1,3/5/20,367471.0,0.0,0.0,No,,inf
285,Collier,4,0,1,3/6/20,367471.0,0.0,0.0,No,,inf
354,Collier,5,0,1,3/7/20,367471.0,0.0,0.0,No,,inf
423,Collier,6,0,1,3/8/20,367471.0,0.0,0.0,No,,inf
492,Collier,7,0,2,3/9/20,367471.0,0.0,0.0,No,,inf
561,Collier,8,0,2,3/10/20,367471.0,0.0,0.0,No,,inf
630,Collier,9,3,2,3/11/20,367471.0,0.8163909532997162,3.0,Yes,inf,0.1111111111111111
699,Collier,10,0,2,3/12/20,367471.0,0.0,-3.0,No,-inf,-inf
768,Collier,11,0,2,3/13/20,367471.0,0.0,0.0,No,,inf
837,Collier,12,1,2,3/14/20,367471.0,0.27213031776657204,1.0,Yes,inf,1.0
906,Collier,13,2,2,3/15/20,367471.0,0.5442606355331441,1.0,Yes,0.6931471805599453,0.5
975,Collier,14,1,3,3/16/20,367471.0,0.27213031776657204,-1.0,No,-0.6931471805599453,-1.0
1044,Collier,15,1,3,3/17/20,367471.0,0.27213031776657204,0.0,Yes,0.0,inf
1113,Collier,16,5,3,3/18/20,367471.0,1.3606515888328603,4.0,Yes,1.6094379124341005,0.05
1182,Collier,17,5,3,3/19/20,367471.0,1.3606515888328603,0.0,Yes,0.0,inf
1251,Collier,18,9,3,3/20/20,367471.0,2.4491728598991487,4.0,Yes,0.5877866649021191,0.027777777777777776
1320,Collier,19,1,3,3/21/20,367471.0,0.27213031776657204,-8.0,No,-2.1972245773362196,-0.125
1389,Collier,20,6,3,3/22/20,367471.0,1.6327819065994325,5.0,Yes,1.7917594692280552,0.03333333333333333
1458,Collier,21,5,4,3/23/20,367471.0,1.3606515888328603,-1.0,No,-0.18232155679395468,-0.2
1527,Collier,22,2,4,3/24/20,367471.0,0.5442606355331441,-3.0,No,-0.9162907318741551,-0.16666666666666666
10,Columbia,0,0,1,3/2/20,69566.0,0.0,0.0,No,-inf,-inf
79,Columbia,1,0,1,3/3/20,69566.0,0.0,0.0,No,,inf
148,Columbia,2,0,1,3/4/20,69566.0,0.0,0.0,No,,inf
217,Columbia,3,0,1,3/5/20,69566.0,0.0,0.0,No,,inf
286,Columbia,4,0,1,3/6/20,69566.0,0.0,0.0,No,,inf
355,Columbia,5,0,1,3/7/20,69566.0,0.0,0.0,No,,inf
424,Columbia,6,0,1,3/8/20,69566.0,0.0,0.0,No,,inf
493,Columbia,7,0,2,3/9/20,69566.0,0.0,0.0,No,,inf
562,Columbia,8,0,2,3/10/20,69566.0,0.0,0.0,No,,inf
631,Columbia,9,0,2,3/11/20,69566.0,0.0,0.0,No,,inf
700,Columbia,10,0,2,3/12/20,69566.0,0.0,0.0,No,,inf
769,Columbia,11,0,2,3/13/20,69566.0,0.0,0.0,No,,inf
838,Columbia,12,0,2,3/14/20,69566.0,0.0,0.0,No,,inf
907,Columbia,13,0,2,3/15/20,69566.0,0.0,0.0,No,,inf
976,Columbia,14,0,3,3/16/20,69566.0,0.0,0.0,No,,inf
1045,Columbia,15,0,3,3/17/20,69566.0,0.0,0.0,No,,inf
1114,Columbia,16,0,3,3/18/20,69566.0,0.0,0.0,No,,inf
1183,Columbia,17,0,3,3/19/20,69566.0,0.0,0.0,No,,inf
1252,Columbia,18,0,3,3/20/20,69566.0,0.0,0.0,No,,inf
1321,Columbia,19,1,3,3/21/20,69566.0,1.4374838283069316,1.0,Yes,inf,1.0
1390,Columbia,20,1,3,3/22/20,69566.0,1.4374838283069316,0.0,Yes,0.0,inf
1459,Columbia,21,1,4,3/23/20,69566.0,1.4374838283069316,0.0,Yes,0.0,inf
1528,Columbia,22,0,4,3/24/20,69566.0,0.0,-1.0,No,-inf,-inf
11,Dade,0,0,1,3/2/20,2804160.0,0.0,0.0,No,,inf
80,Dade,1,0,1,3/3/20,2804160.0,0.0,0.0,No,,inf
149,Dade,2,1,1,3/4/20,2804160.0,0.035661303206664385,1.0,Yes,inf,1.0
218,Dade,3,0,1,3/5/20,2804160.0,0.0,-1.0,No,-inf,-inf
287,Dade,4,0,1,3/6/20,2804160.0,0.0,0.0,No,,inf
356,Dade,5,0,1,3/7/20,2804160.0,0.0,0.0,No,,inf
425,Dade,6,0,1,3/8/20,2804160.0,0.0,0.0,No,,inf
494,Dade,7,0,2,3/9/20,2804160.0,0.0,0.0,No,,inf
563,Dade,8,0,2,3/10/20,2804160.0,0.0,0.0,No,,inf
632,Dade,9,0,2,3/11/20,2804160.0,0.0,0.0,No,,inf
701,Dade,10,1,2,3/12/20,2804160.0,0.035661303206664385,1.0,Yes,inf,1.0
770,Dade,11,2,2,3/13/20,2804160.0,0.07132260641332877,1.0,Yes,0.693147180559945,0.5
839,Dade,12,10,2,3/14/20,2804160.0,0.3566130320666438,8.0,Yes,1.6094379124341005,0.0125
908,Dade,13,8,2,3/15/20,2804160.0,0.2852904256533151,-2.0,No,-0.2231435513142097,-0.0625
977,Dade,14,7,3,3/16/20,2804160.0,0.2496291224466507,-1.0,No,-0.13353139262452252,-0.14285714285714285
1046,Dade,15,26,3,3/17/20,2804160.0,0.927193883373274,19.0,Yes,1.3121863889661687,0.0020242914979757085
1115,Dade,16,24,3,3/18/20,2804160.0,0.8558712769599452,-2.0,No,-0.08004270767353641,-0.020833333333333332
1184,Dade,17,23,3,3/19/20,2804160.0,0.8202099737532809,-1.0,No,-0.04255961441879594,-0.043478260869565216
1253,Dade,18,23,3,3/20/20,2804160.0,0.8202099737532809,0.0,Yes,0.0,inf
1322,Dade,19,50,3,3/21/20,2804160.0,1.783065160333219,27.0,Yes,0.7765287894989963,0.0007407407407407407
1391,Dade,20,87,3,3/22/20,2804160.0,3.1025333789798015,37.0,Yes,0.5538851132264377,0.00031065548306927616
1460,Dade,21,38,4,3/23/20,2804160.0,1.3551295218532466,-49.0,No,-0.8283219589281978,-0.0005370569280343716
1529,Dade,22,38,4,3/24/20,2804160.0,1.3551295218532466,0.0,Yes,0.0,inf
12,Desoto,0,0,1,3/2/20,35940.0,0.0,0.0,No,-inf,-inf
81,Desoto,1,0,1,3/3/20,35940.0,0.0,0.0,No,,inf
150,Desoto,2,0,1,3/4/20,35940.0,0.0,0.0,No,,inf
219,Desoto,3,0,1,3/5/20,35940.0,0.0,0.0,No,,inf
288,Desoto,4,0,1,3/6/20,35940.0,0.0,0.0,No,,inf
357,Desoto,5,0,1,3/7/20,35940.0,0.0,0.0,No,,inf
426,Desoto,6,0,1,3/8/20,35940.0,0.0,0.0,No,,inf
495,Desoto,7,0,2,3/9/20,35940.0,0.0,0.0,No,,inf
564,Desoto,8,0,2,3/10/20,35940.0,0.0,0.0,No,,inf
633,Desoto,9,0,2,3/11/20,35940.0,0.0,0.0,No,,inf
702,Desoto,10,0,2,3/12/20,35940.0,0.0,0.0,No,,inf
771,Desoto,11,0,2,3/13/20,35940.0,0.0,0.0,No,,inf
840,Desoto,12,0,2,3/14/20,35940.0,0.0,0.0,No,,inf
909,Desoto,13,0,2,3/15/20,35940.0,0.0,0.0,No,,inf
978,Desoto,14,0,3,3/16/20,35940.0,0.0,0.0,No,,inf
1047,Desoto,15,0,3,3/17/20,35940.0,0.0,0.0,No,,inf
1116,Desoto,16,0,3,3/18/20,35940.0,0.0,0.0,No,,inf
1185,Desoto,17,0,3,3/19/20,35940.0,0.0,0.0,No,,inf
1254,Desoto,18,0,3,3/20/20,35940.0,0.0,0.0,No,,inf
1323,Desoto,19,0,3,3/21/20,35940.0,0.0,0.0,No,,inf
1392,Desoto,20,1,3,3/22/20,35940.0,2.7824151363383414,1.0,Yes,inf,1.0
1461,Desoto,21,0,4,3/23/20,35940.0,0.0,-1.0,No,-inf,-inf
1530,Desoto,22,0,4,3/24/20,35940.0,0.0,0.0,No,,inf
46,Dixie,0,0,1,3/2/20,16767.0,0.0,0.0,No,,inf
115,Dixie,1,0,1,3/3/20,16767.0,0.0,0.0,No,,inf
184,Dixie,2,0,1,3/4/20,16767.0,0.0,0.0,No,,inf
253,Dixie,3,0,1,3/5/20,16767.0,0.0,0.0,No,,inf
322,Dixie,4,0,1,3/6/20,16767.0,0.0,0.0,No,,inf
391,Dixie,5,0,1,3/7/20,16767.0,0.0,0.0,No,,inf
