,County,Day,Cases,Week,Date,Population,Rate,Change,Double
235,Monroe,3,0.0,1,3/5/20,76534.0,0.0,0.0,No
304,Monroe,4,0.0,1,3/6/20,76534.0,0.0,0.0,No
373,Monroe,5,0.0,1,3/7/20,76534.0,0.0,0.0,No
442,Monroe,6,0.0,1,3/8/20,76534.0,0.0,0.0,No
511,Monroe,7,0.0,2,3/9/20,76534.0,0.0,0.0,No
580,Monroe,8,0.0,2,3/10/20,76534.0,0.0,0.0,No
649,Monroe,9,0.0,2,3/11/20,76534.0,0.0,0.0,No
718,Monroe,10,0.0,2,3/12/20,76534.0,0.0,0.0,No
787,Monroe,11,0.0,2,3/13/20,76534.0,0.0,0.0,No
856,Monroe,12,0.0,2,3/14/20,76534.0,0.0,0.0,No
925,Monroe,13,0.0,2,3/15/20,76534.0,0.0,0.0,No
994,Monroe,14,0.0,3,3/16/20,76534.0,0.0,0.0,No
1063,Monroe,15,0.0,3,3/17/20,76534.0,0.0,0.0,No
1132,Monroe,16,0.0,3,3/18/20,76534.0,0.0,0.0,No
1201,Monroe,17,0.0,3,3/19/20,76534.0,0.0,0.0,No
1270,Monroe,18,1.0,3,3/20/20,76534.0,1.3066088274492382,1.0,Yes
1339,Monroe,19,0.0,3,3/21/20,76534.0,0.0,-1.0,No
1408,Monroe,20,1.0,3,3/22/20,76534.0,1.3066088274492382,1.0,Yes
1477,Monroe,21,1.0,4,3/23/20,76534.0,1.3066088274492382,0.0,Yes
1546,Monroe,22,0.0,4,3/24/20,76534.0,0.0,-1.0,No
29,Nassau,0,0.0,1,3/2/20,83125.0,0.0,0.0,No
98,Nassau,1,0.0,1,3/3/20,83125.0,0.0,0.0,No
167,Nassau,2,0.0,1,3/4/20,83125.0,0.0,0.0,No
236,Nassau,3,0.0,1,3/5/20,83125.0,0.0,0.0,No
305,Nassau,4,0.0,1,3/6/20,83125.0,0.0,0.0,No
374,Nassau,5,0.0,1,3/7/20,83125.0,0.0,0.0,No
443,Nassau,6,0.0,1,3/8/20,83125.0,0.0,0.0,No
512,Nassau,7,0.0,2,3/9/20,83125.0,0.0,0.0,No
581,Nassau,8,1.0,2,3/10/20,83125.0,1.2030075187969924,1.0,Yes
650,Nassau,9,0.0,2,3/11/20,83125.0,0.0,-1.0,No
719,Nassau,10,0.0,2,3/12/20,83125.0,0.0,0.0,No
788,Nassau,11,0.0,2,3/13/20,83125.0,0.0,0.0,No
857,Nassau,12,0.0,2,3/14/20,83125.0,0.0,0.0,No
926,Nassau,13,0.0,2,3/15/20,83125.0,0.0,0.0,No
995,Nassau,14,0.0,3,3/16/20,83125.0,0.0,0.0,No
1064,Nassau,15,0.0,3,3/17/20,83125.0,0.0,0.0,No
1133,Nassau,16,0.0,3,3/18/20,83125.0,0.0,0.0,No
1202,Nassau,17,0.0,3,3/19/20,83125.0,0.0,0.0,No
1271,Nassau,18,0.0,3,3/20/20,83125.0,0.0,0.0,No
1340,Nassau,19,0.0,3,3/21/20,83125.0,0.0,0.0,No
1409,Nassau,20,0.0,3,3/22/20,83125.0,0.0,0.0,No
1478,Nassau,21,0.0,4,3/23/20,83125.0,0.0,0.0,No
1547,Nassau,22,0.0,4,3/24/20,83125.0,0.0,0.0,No
30,Okaloosa,0,0.0,1,3/2/20,198409.0,0.0,0.0,No
99,Okaloosa,1,0.0,1,3/3/20,198409.0,0.0,0.0,No
168,Okaloosa,2,1.0,1,3/4/20,198409.0,0.5040093947351179,1.0,Yes
237,Okaloosa,3,0.0,1,3/5/20,198409.0,0.0,-1.0,No
306,Okaloosa,4,0.0,1,3/6/20,198409.0,0.0,0.0,No
375,Okaloosa,5,0.0,1,3/7/20,198409.0,0.0,0.0,No
444,Okaloosa,6,0.0,1,3/8/20,198409.0,0.0,0.0,No
513,Okaloosa,7,1.0,2,3/9/20,198409.0,0.5040093947351179,1.0,Yes
582,Okaloosa,8,0.0,2,3/10/20,198409.0,0.0,-1.0,No
651,Okaloosa,9,0.0,2,3/11/20,198409.0,0.0,0.0,No
720,Okaloosa,10,0.0,2,3/12/20,198409.0,0.0,0.0,No
789,Okaloosa,11,0.0,2,3/13/20,198409.0,0.0,0.0,No
858,Okaloosa,12,0.0,2,3/14/20,198409.0,0.0,0.0,No
927,Okaloosa,13,0.0,2,3/15/20,198409.0,0.0,0.0,No
996,Okaloosa,14,0.0,3,3/16/20,198409.0,0.0,0.0,No
1065,Okaloosa,15,1.0,3,3/17/20,198409.0,0.5040093947351179,1.0,Yes
1134,Okaloosa,16,1.0,3,3/18/20,198409.0,0.5040093947351179,0.0,Yes
1203,Okaloosa,17,1.0,3,3/19/20,198409.0,0.5040093947351179,0.0,Yes
1272,Okaloosa,18,4.0,3,3/20/20,198409.0,2.0160375789404714,3.0,Yes
1341,Okaloosa,19,3.0,3,3/21/20,198409.0,1.5120281842053536,-1.0,No
1410,Okaloosa,20,2.0,3,3/22/20,198409.0,1.0080187894702357,-1.0,No
1479,Okaloosa,21,0.0,4,3/23/20,198409.0,0.0,-2.0,No
1548,Okaloosa,22,0.0,4,3/24/20,198409.0,0.0,0.0,No
60,Okeechobee,0,0.0,1,3/2/20,41492.0,0.0,0.0,No
129,Okeechobee,1,0.0,1,3/3/20,41492.0,0.0,0.0,No
198,Okeechobee,2,0.0,1,3/4/20,41492.0,0.0,0.0,No
267,Okeechobee,3,0.0,1,3/5/20,41492.0,0.0,0.0,No
336,Okeechobee,4,0.0,1,3/6/20,41492.0,0.0,0.0,No
405,Okeechobee,5,0.0,1,3/7/20,41492.0,0.0,0.0,No
474,Okeechobee,6,0.0,1,3/8/20,41492.0,0.0,0.0,No
543,Okeechobee,7,0.0,2,3/9/20,41492.0,0.0,0.0,No
612,Okeechobee,8,0.0,2,3/10/20,41492.0,0.0,0.0,No
681,Okeechobee,9,0.0,2,3/11/20,41492.0,0.0,0.0,No
750,Okeechobee,10,0.0,2,3/12/20,41492.0,0.0,0.0,No
819,Okeechobee,11,0.0,2,3/13/20,41492.0,0.0,0.0,No
888,Okeechobee,12,0.0,2,3/14/20,41492.0,0.0,0.0,No
957,Okeechobee,13,0.0,2,3/15/20,41492.0,0.0,0.0,No
1026,Okeechobee,14,0.0,3,3/16/20,41492.0,0.0,0.0,No
1095,Okeechobee,15,0.0,3,3/17/20,41492.0,0.0,0.0,No
1164,Okeechobee,16,0.0,3,3/18/20,41492.0,0.0,0.0,No
1233,Okeechobee,17,0.0,3,3/19/20,41492.0,0.0,0.0,No
1302,Okeechobee,18,0.0,3,3/20/20,41492.0,0.0,0.0,No
1371,Okeechobee,19,0.0,3,3/21/20,41492.0,0.0,0.0,No
1440,Okeechobee,20,0.0,3,3/22/20,41492.0,0.0,0.0,No
1509,Okeechobee,21,0.0,4,3/23/20,41492.0,0.0,0.0,No
1578,Okeechobee,22,0.0,4,3/24/20,41492.0,0.0,0.0,No
31,Orange,0,0.0,1,3/2/20,1370447.0,0.0,0.0,No
100,Orange,1,0.0,1,3/3/20,1370447.0,0.0,0.0,No
169,Orange,2,0.0,1,3/4/20,1370447.0,0.0,0.0,No
238,Orange,3,0.0,1,3/5/20,1370447.0,0.0,0.0,No
307,Orange,4,0.0,1,3/6/20,1370447.0,0.0,0.0,No
376,Orange,5,0.0,1,3/7/20,1370447.0,0.0,0.0,No
445,Orange,6,0.0,1,3/8/20,1370447.0,0.0,0.0,No
514,Orange,7,0.0,2,3/9/20,1370447.0,0.0,0.0,No
583,Orange,8,0.0,2,3/10/20,1370447.0,0.0,0.0,No
652,Orange,9,0.0,2,3/11/20,1370447.0,0.0,0.0,No
721,Orange,10,0.0,2,3/12/20,1370447.0,0.0,0.0,No
790,Orange,11,3.0,2,3/13/20,1370447.0,0.21890667789414694,3.0,Yes
859,Orange,12,0.0,2,3/14/20,1370447.0,0.0,-3.0,No
928,Orange,13,1.0,2,3/15/20,1370447.0,0.07296889263138231,1.0,Yes
997,Orange,14,2.0,3,3/16/20,1370447.0,0.14593778526276463,1.0,Yes
1066,Orange,15,2.0,3,3/17/20,1370447.0,0.14593778526276463,0.0,Yes
1135,Orange,16,5.0,3,3/18/20,1370447.0,0.3648444631569116,3.0,Yes
1204,Orange,17,5.0,3,3/19/20,1370447.0,0.3648444631569116,0.0,Yes
1273,Orange,18,5.0,3,3/20/20,1370447.0,0.3648444631569116,0.0,Yes
1342,Orange,19,6.0,3,3/21/20,1370447.0,0.4378133557882939,1.0,Yes
1411,Orange,20,9.0,3,3/22/20,1370447.0,0.6567200336824409,3.0,Yes
1480,Orange,21,12.0,4,3/23/20,1370447.0,0.8756267115765878,3.0,Yes
1549,Orange,22,0.0,4,3/24/20,1370447.0,0.0,-12.0,No
32,Osceola,0,0.0,1,3/2/20,360426.0,0.0,0.0,No
101,Osceola,1,0.0,1,3/3/20,360426.0,0.0,0.0,No
170,Osceola,2,0.0,1,3/4/20,360426.0,0.0,0.0,No
239,Osceola,3,0.0,1,3/5/20,360426.0,0.0,0.0,No
308,Osceola,4,0.0,1,3/6/20,360426.0,0.0,0.0,No
377,Osceola,5,0.0,1,3/7/20,360426.0,0.0,0.0,No
446,Osceola,6,0.0,1,3/8/20,360426.0,0.0,0.0,No
515,Osceola,7,0.0,2,3/9/20,360426.0,0.0,0.0,No
584,Osceola,8,0.0,2,3/10/20,360426.0,0.0,0.0,No
653,Osceola,9,0.0,2,3/11/20,360426.0,0.0,0.0,No
722,Osceola,10,0.0,2,3/12/20,360426.0,0.0,0.0,No
791,Osceola,11,3.0,2,3/13/20,360426.0,0.8323483877411729,3.0,Yes
860,Osceola,12,1.0,2,3/14/20,360426.0,0.277449462580391,-2.0,No
929,Osceola,13,0.0,2,3/15/20,360426.0,0.0,-1.0,No
998,Osceola,14,1.0,3,3/16/20,360426.0,0.277449462580391,1.0,Yes
1067,Osceola,15,3.0,3,3/17/20,360426.0,0.8323483877411729,2.0,Yes
1136,Osceola,16,2.0,3,3/18/20,360426.0,0.554898925160782,-1.0,No
1205,Osceola,17,4.0,3,3/19/20,360426.0,1.109797850321564,2.0,Yes
1274,Osceola,18,0.0,3,3/20/20,360426.0,0.0,-4.0,No
1343,Osceola,19,8.0,3,3/21/20,360426.0,2.219595700643128,8.0,Yes
1412,Osceola,20,2.0,3,3/22/20,360426.0,0.554898925160782,-6.0,No
1481,Osceola,21,2.0,4,3/23/20,360426.0,0.554898925160782,0.0,Yes
1550,Osceola,22,0.0,4,3/24/20,360426.0,0.0,-2.0,No
33,Palm Beach,0,0.0,1,3/2/20,1442281.0,0.0,0.0,No
102,Palm Beach,1,0.0,1,3/3/20,1442281.0,0.0,0.0,No
171,Palm Beach,2,1.0,1,3/4/20,1442281.0,0.0693346164859691,1.0,Yes
240,Palm Beach,3,0.0,1,3/5/20,1442281.0,0.0,-1.0,No
309,Palm Beach,4,0.0,1,3/6/20,1442281.0,0.0,0.0,No
378,Palm Beach,5,0.0,1,3/7/20,1442281.0,0.0,0.0,No
447,Palm Beach,6,0.0,1,3/8/20,1442281.0,0.0,0.0,No
516,Palm Beach,7,0.0,2,3/9/20,1442281.0,0.0,0.0,No
585,Palm Beach,8,0.0,2,3/10/20,1442281.0,0.0,0.0,No
654,Palm Beach,9,0.0,2,3/11/20,1442281.0,0.0,0.0,No
723,Palm Beach,10,0.0,2,3/12/20,1442281.0,0.0,0.0,No
792,Palm Beach,11,2.0,2,3/13/20,1442281.0,0.1386692329719382,2.0,Yes
861,Palm Beach,12,3.0,2,3/14/20,1442281.0,0.20800384945790729,1.0,Yes
930,Palm Beach,13,0.0,2,3/15/20,1442281.0,0.0,-3.0,No
999,Palm Beach,14,4.0,3,3/16/20,1442281.0,0.2773384659438764,4.0,Yes
1068,Palm Beach,15,3.0,3,3/17/20,1442281.0,0.20800384945790729,-1.0,No
1137,Palm Beach,16,10.0,3,3/18/20,1442281.0,0.693346164859691,7.0,Yes
1206,Palm Beach,17,6.0,3,3/19/20,1442281.0,0.41600769891581457,-4.0,No
1275,Palm Beach,18,16.0,3,3/20/20,1442281.0,1.1093538637755056,10.0,Yes
1344,Palm Beach,19,14.0,3,3/21/20,1442281.0,0.9706846308035674,-2.0,No
1413,Palm Beach,20,27.0,3,3/22/20,1442281.0,1.8720346451211656,13.0,Yes
1482,Palm Beach,21,7.0,4,3/23/20,1442281.0,0.4853423154017837,-20.0,No
1551,Palm Beach,22,8.0,4,3/24/20,1442281.0,0.5546769318877528,1.0,Yes
34,Pasco,0,0.0,1,3/2/20,518639.0,0.0,0.0,No
103,Pasco,1,0.0,1,3/3/20,518639.0,0.0,0.0,No
172,Pasco,2,0.0,1,3/4/20,518639.0,0.0,0.0,No
241,Pasco,3,0.0,1,3/5/20,518639.0,0.0,0.0,No
310,Pasco,4,0.0,1,3/6/20,518639.0,0.0,0.0,No
379,Pasco,5,0.0,1,3/7/20,518639.0,0.0,0.0,No
448,Pasco,6,0.0,1,3/8/20,518639.0,0.0,0.0,No
517,Pasco,7,0.0,2,3/9/20,518639.0,0.0,0.0,No
586,Pasco,8,0.0,2,3/10/20,518639.0,0.0,0.0,No
655,Pasco,9,1.0,2,3/11/20,518639.0,0.1928123415323568,1.0,Yes
724,Pasco,10,0.0,2,3/12/20,518639.0,0.0,-1.0,No
793,Pasco,11,0.0,2,3/13/20,518639.0,0.0,0.0,No
862,Pasco,12,1.0,2,3/14/20,518639.0,0.1928123415323568,1.0,Yes
931,Pasco,13,0.0,2,3/15/20,518639.0,0.0,-1.0,No
1000,Pasco,14,0.0,3,3/16/20,518639.0,0.0,0.0,No
1069,Pasco,15,0.0,3,3/17/20,518639.0,0.0,0.0,No
1138,Pasco,16,1.0,3,3/18/20,518639.0,0.1928123415323568,1.0,Yes
1207,Pasco,17,2.0,3,3/19/20,518639.0,0.3856246830647136,1.0,Yes
1276,Pasco,18,3.0,3,3/20/20,518639.0,0.5784370245970705,1.0,Yes
1345,Pasco,19,0.0,3,3/21/20,518639.0,0.0,-3.0,No
1414,Pasco,20,5.0,3,3/22/20,518639.0,0.964061707661784,5.0,Yes
1483,Pasco,21,1.0,4,3/23/20,518639.0,0.1928123415323568,-4.0,No
1552,Pasco,22,1.0,4,3/24/20,518639.0,0.1928123415323568,0.0,Yes
35,Pinellas,0,0.0,1,3/2/20,971022.0,0.0,0.0,No
104,Pinellas,1,0.0,1,3/3/20,971022.0,0.0,0.0,No
173,Pinellas,2,0.0,1,3/4/20,971022.0,0.0,0.0,No
242,Pinellas,3,0.0,1,3/5/20,971022.0,0.0,0.0,No
311,Pinellas,4,0.0,1,3/6/20,971022.0,0.0,0.0,No
380,Pinellas,5,0.0,1,3/7/20,971022.0,0.0,0.0,No
449,Pinellas,6,0.0,1,3/8/20,971022.0,0.0,0.0,No
518,Pinellas,7,0.0,2,3/9/20,971022.0,0.0,0.0,No
587,Pinellas,8,0.0,2,3/10/20,971022.0,0.0,0.0,No
656,Pinellas,9,2.0,2,3/11/20,971022.0,0.20596855684011278,2.0,Yes
725,Pinellas,10,0.0,2,3/12/20,971022.0,0.0,-2.0,No
794,Pinellas,11,0.0,2,3/13/20,971022.0,0.0,0.0,No
863,Pinellas,12,0.0,2,3/14/20,971022.0,0.0,0.0,No
932,Pinellas,13,0.0,2,3/15/20,971022.0,0.0,0.0,No
1001,Pinellas,14,2.0,3,3/16/20,971022.0,0.20596855684011278,2.0,Yes
1070,Pinellas,15,1.0,3,3/17/20,971022.0,0.10298427842005639,-1.0,No
1139,Pinellas,16,8.0,3,3/18/20,971022.0,0.8238742273604511,7.0,Yes
1208,Pinellas,17,4.0,3,3/19/20,971022.0,0.41193711368022556,-4.0,No
1277,Pinellas,18,5.0,3,3/20/20,971022.0,0.514921392100282,1.0,Yes
1346,Pinellas,19,7.0,3,3/21/20,971022.0,0.7208899489403947,2.0,Yes
1415,Pinellas,20,10.0,3,3/22/20,971022.0,1.029842784200564,3.0,Yes
1484,Pinellas,21,5.0,4,3/23/20,971022.0,0.514921392100282,-5.0,No
1553,Pinellas,22,1.0,4,3/24/20,971022.0,0.10298427842005639,-4.0,No
36,Polk,0,0.0,1,3/2/20,681691.0,0.0,0.0,No
105,Polk,1,0.0,1,3/3/20,681691.0,0.0,0.0,No
174,Polk,2,0.0,1,3/4/20,681691.0,0.0,0.0,No
243,Polk,3,0.0,1,3/5/20,681691.0,0.0,0.0,No
312,Polk,4,0.0,1,3/6/20,681691.0,0.0,0.0,No
381,Polk,5,0.0,1,3/7/20,681691.0,0.0,0.0,No
450,Polk,6,0.0,1,3/8/20,681691.0,0.0,0.0,No
519,Polk,7,0.0,2,3/9/20,681691.0,0.0,0.0,No
588,Polk,8,0.0,2,3/10/20,681691.0,0.0,0.0,No
657,Polk,9,0.0,2,3/11/20,681691.0,0.0,0.0,No
726,Polk,10,0.0,2,3/12/20,681691.0,0.0,0.0,No
795,Polk,11,0.0,2,3/13/20,681691.0,0.0,0.0,No
864,Polk,12,0.0,2,3/14/20,681691.0,0.0,0.0,No
933,Polk,13,0.0,2,3/15/20,681691.0,0.0,0.0,No
1002,Polk,14,0.0,3,3/16/20,681691.0,0.0,0.0,No
1071,Polk,15,1.0,3,3/17/20,681691.0,0.1466940299930614,1.0,Yes
1140,Polk,16,1.0,3,3/18/20,681691.0,0.1466940299930614,0.0,Yes
1209,Polk,17,2.0,3,3/19/20,681691.0,0.2933880599861228,1.0,Yes
1278,Polk,18,6.0,3,3/20/20,681691.0,0.8801641799583683,4.0,Yes
1347,Polk,19,1.0,3,3/21/20,681691.0,0.1466940299930614,-5.0,No
1416,Polk,20,0.0,3,3/22/20,681691.0,0.0,-1.0,No
1485,Polk,21,2.0,4,3/23/20,681691.0,0.2933880599861228,2.0,Yes
1554,Polk,22,0.0,4,3/24/20,681691.0,0.0,-2.0,No
37,Putnam,0,0.0,1,3/2/20,73422.0,0.0,0.0,No
106,Putnam,1,0.0,1,3/3/20,73422.0,0.0,0.0,No
175,Putnam,2,0.0,1,3/4/20,73422.0,0.0,0.0,No
244,Putnam,3,0.0,1,3/5/20,73422.0,0.0,0.0,No
313,Putnam,4,0.0,1,3/6/20,73422.0,0.0,0.0,No
382,Putnam,5,0.0,1,3/7/20,73422.0,0.0,0.0,No
451,Putnam,6,0.0,1,3/8/20,73422.0,0.0,0.0,No
520,Putnam,7,0.0,2,3/9/20,73422.0,0.0,0.0,No
589,Putnam,8,0.0,2,3/10/20,73422.0,0.0,0.0,No
658,Putnam,9,0.0,2,3/11/20,73422.0,0.0,0.0,No
727,Putnam,10,0.0,2,3/12/20,73422.0,0.0,0.0,No
796,Putnam,11,0.0,2,3/13/20,73422.0,0.0,0.0,No
865,Putnam,12,0.0,2,3/14/20,73422.0,0.0,0.0,No
934,Putnam,13,0.0,2,3/15/20,73422.0,0.0,0.0,No
1003,Putnam,14,0.0,3,3/16/20,73422.0,0.0,0.0,No
1072,Putnam,15,0.0,3,3/17/20,73422.0,0.0,0.0,No
1141,Putnam,16,0.0,3,3/18/20,73422.0,0.0,0.0,No
1210,Putnam,17,0.0,3,3/19/20,73422.0,0.0,0.0,No
1279,Putnam,18,1.0,3,3/20/20,73422.0,1.3619895943994988,1.0,Yes
1348,Putnam,19,0.0,3,3/21/20,73422.0,0.0,-1.0,No
1417,Putnam,20,1.0,3,3/22/20,73422.0,1.3619895943994988,1.0,Yes
1486,Putnam,21,0.0,4,3/23/20,73422.0,0.0,-1.0,No
1555,Putnam,22,0.0,4,3/24/20,73422.0,0.0,0.0,No
61,Saint Johns,0,0.0,1,3/2/20,241545.0,0.0,0.0,No
130,Saint Johns,1,0.0,1,3/3/20,241545.0,0.0,0.0,No
199,Saint Johns,2,0.0,1,3/4/20,241545.0,0.0,0.0,No
268,Saint Johns,3,0.0,1,3/5/20,241545.0,0.0,0.0,No
337,Saint Johns,4,0.0,1,3/6/20,241545.0,0.0,0.0,No
406,Saint Johns,5,0.0,1,3/7/20,241545.0,0.0,0.0,No
475,Saint Johns,6,0.0,1,3/8/20,241545.0,0.0,0.0,No
544,Saint Johns,7,0.0,2,3/9/20,241545.0,0.0,0.0,No
613,Saint Johns,8,0.0,2,3/10/20,241545.0,0.0,0.0,No
682,Saint Johns,9,0.0,2,3/11/20,241545.0,0.0,0.0,No
751,Saint Johns,10,0.0,2,3/12/20,241545.0,0.0,0.0,No
820,Saint Johns,11,0.0,2,3/13/20,241545.0,0.0,0.0,No
889,Saint Johns,12,0.0,2,3/14/20,241545.0,0.0,0.0,No
958,Saint Johns,13,0.0,2,3/15/20,241545.0,0.0,0.0,No
1027,Saint Johns,14,0.0,3,3/16/20,241545.0,0.0,0.0,No
1096,Saint Johns,15,0.0,3,3/17/20,241545.0,0.0,0.0,No
1165,Saint Johns,16,0.0,3,3/18/20,241545.0,0.0,0.0,No
1234,Saint Johns,17,0.0,3,3/19/20,241545.0,0.0,0.0,No
1303,Saint Johns,18,0.0,3,3/20/20,241545.0,0.0,0.0,No
1372,Saint Johns,19,0.0,3,3/21/20,241545.0,0.0,0.0,No
1441,Saint Johns,20,0.0,3,3/22/20,241545.0,0.0,0.0,No
1510,Saint Johns,21,0.0,4,3/23/20,241545.0,0.0,0.0,No
1579,Saint Johns,22,0.0,4,3/24/20,241545.0,0.0,0.0,No
62,Saint Lucie,0,0.0,1,3/2/20,304743.0,0.0,0.0,No
131,Saint Lucie,1,0.0,1,3/3/20,304743.0,0.0,0.0,No
200,Saint Lucie,2,0.0,1,3/4/20,304743.0,0.0,0.0,No
269,Saint Lucie,3,0.0,1,3/5/20,304743.0,0.0,0.0,No
338,Saint Lucie,4,0.0,1,3/6/20,304743.0,0.0,0.0,No
407,Saint Lucie,5,0.0,1,3/7/20,304743.0,0.0,0.0,No
476,Saint Lucie,6,0.0,1,3/8/20,304743.0,0.0,0.0,No
545,Saint Lucie,7,0.0,2,3/9/20,304743.0,0.0,0.0,No
614,Saint Lucie,8,0.0,2,3/10/20,304743.0,0.0,0.0,No
683,Saint Lucie,9,0.0,2,3/11/20,304743.0,0.0,0.0,No
752,Saint Lucie,10,0.0,2,3/12/20,304743.0,0.0,0.0,No
821,Saint Lucie,11,0.0,2,3/13/20,304743.0,0.0,0.0,No
890,Saint Lucie,12,0.0,2,3/14/20,304743.0,0.0,0.0,No
959,Saint Lucie,13,0.0,2,3/15/20,304743.0,0.0,0.0,No
1028,Saint Lucie,14,0.0,3,3/16/20,304743.0,0.0,0.0,No
1097,Saint Lucie,15,0.0,3,3/17/20,304743.0,0.0,0.0,No
1166,Saint Lucie,16,0.0,3,3/18/20,304743.0,0.0,0.0,No
1235,Saint Lucie,17,0.0,3,3/19/20,304743.0,0.0,0.0,No
1304,Saint Lucie,18,0.0,3,3/20/20,304743.0,0.0,0.0,No
1373,Saint Lucie,19,0.0,3,3/21/20,304743.0,0.0,0.0,No
1442,Saint Lucie,20,0.0,3,3/22/20,304743.0,0.0,0.0,No
1511,Saint Lucie,21,0.0,4,3/23/20,304743.0,0.0,0.0,No
1580,Saint Lucie,22,0.0,4,3/24/20,304743.0,0.0,0.0,No
38,Santa Rosa,0,0.0,1,3/2/20,175552.0,0.0,0.0,No
107,Santa Rosa,1,0.0,1,3/3/20,175552.0,0.0,0.0,No
176,Santa Rosa,2,0.0,1,3/4/20,175552.0,0.0,0.0,No
245,Santa Rosa,3,1.0,1,3/5/20,175552.0,0.5696317900109369,1.0,Yes
314,Santa Rosa,4,0.0,1,3/6/20,175552.0,0.0,-1.0,No
383,Santa Rosa,5,0.0,1,3/7/20,175552.0,0.0,0.0,No
452,Santa Rosa,6,0.0,1,3/8/20,175552.0,0.0,0.0,No
521,Santa Rosa,7,0.0,2,3/9/20,175552.0,0.0,0.0,No
590,Santa Rosa,8,0.0,2,3/10/20,175552.0,0.0,0.0,No
659,Santa Rosa,9,0.0,2,3/11/20,175552.0,0.0,0.0,No
728,Santa Rosa,10,0.0,2,3/12/20,175552.0,0.0,0.0,No
797,Santa Rosa,11,0.0,2,3/13/20,175552.0,0.0,0.0,No
866,Santa Rosa,12,0.0,2,3/14/20,175552.0,0.0,0.0,No
935,Santa Rosa,13,0.0,2,3/15/20,175552.0,0.0,0.0,No
1004,Santa Rosa,14,0.0,3,3/16/20,175552.0,0.0,0.0,No
1073,Santa Rosa,15,0.0,3,3/17/20,175552.0,0.0,0.0,No
1142,Santa Rosa,16,1.0,3,3/18/20,175552.0,0.5696317900109369,1.0,Yes
1211,Santa Rosa,17,0.0,3,3/19/20,175552.0,0.0,-1.0,No
1280,Santa Rosa,18,1.0,3,3/20/20,175552.0,0.5696317900109369,1.0,Yes
1349,Santa Rosa,19,0.0,3,3/21/20,175552.0,0.0,-1.0,No
1418,Santa Rosa,20,0.0,3,3/22/20,175552.0,0.0,0.0,No
1487,Santa Rosa,21,1.0,4,3/23/20,175552.0,0.5696317900109369,1.0,Yes
1556,Santa Rosa,22,0.0,4,3/24/20,175552.0,0.0,-1.0,No
39,Sarasota,0,0.0,1,3/2/20,415896.0,0.0,0.0,No
108,Sarasota,1,0.0,1,3/3/20,415896.0,0.0,0.0,No
177,Sarasota,2,0.0,1,3/4/20,415896.0,0.0,0.0,No
246,Sarasota,3,0.0,1,3/5/20,415896.0,0.0,0.0,No
315,Sarasota,4,0.0,1,3/6/20,415896.0,0.0,0.0,No
384,Sarasota,5,0.0,1,3/7/20,415896.0,0.0,0.0,No
453,Sarasota,6,0.0,1,3/8/20,415896.0,0.0,0.0,No
522,Sarasota,7,0.0,2,3/9/20,415896.0,0.0,0.0,No
591,Sarasota,8,0.0,2,3/10/20,415896.0,0.0,0.0,No
660,Sarasota,9,0.0,2,3/11/20,415896.0,0.0,0.0,No
729,Sarasota,10,0.0,2,3/12/20,415896.0,0.0,0.0,No
798,Sarasota,11,2.0,2,3/13/20,415896.0,0.4808894531325139,2.0,Yes
867,Sarasota,12,0.0,2,3/14/20,415896.0,0.0,-2.0,No
936,Sarasota,13,0.0,2,3/15/20,415896.0,0.0,0.0,No
1005,Sarasota,14,2.0,3,3/16/20,415896.0,0.4808894531325139,2.0,Yes
1074,Sarasota,15,0.0,3,3/17/20,415896.0,0.0,-2.0,No
1143,Sarasota,16,0.0,3,3/18/20,415896.0,0.0,0.0,No
1212,Sarasota,17,2.0,3,3/19/20,415896.0,0.4808894531325139,2.0,Yes
1281,Sarasota,18,2.0,3,3/20/20,415896.0,0.4808894531325139,0.0,Yes
1350,Sarasota,19,7.0,3,3/21/20,415896.0,1.6831130859637988,5.0,Yes
1419,Sarasota,20,5.0,3,3/22/20,415896.0,1.2022236328312847,-2.0,No
1488,Sarasota,21,4.0,4,3/23/20,415896.0,0.9617789062650278,-1.0,No
1557,Sarasota,22,2.0,4,3/24/20,415896.0,0.4808894531325139,-2.0,No
40,Seminole,0,0.0,1,3/2/20,463627.0,0.0,0.0,No
109,Seminole,1,0.0,1,3/3/20,463627.0,0.0,0.0,No
178,Seminole,2,0.0,1,3/4/20,463627.0,0.0,0.0,No
247,Seminole,3,0.0,1,3/5/20,463627.0,0.0,0.0,No
316,Seminole,4,0.0,1,3/6/20,463627.0,0.0,0.0,No
385,Seminole,5,0.0,1,3/7/20,463627.0,0.0,0.0,No
454,Seminole,6,0.0,1,3/8/20,463627.0,0.0,0.0,No
523,Seminole,7,0.0,2,3/9/20,463627.0,0.0,0.0,No
592,Seminole,8,0.0,2,3/10/20,463627.0,0.0,0.0,No
661,Seminole,9,0.0,2,3/11/20,463627.0,0.0,0.0,No
730,Seminole,10,1.0,2,3/12/20,463627.0,0.21569063061469673,1.0,Yes
799,Seminole,11,0.0,2,3/13/20,463627.0,0.0,-1.0,No
868,Seminole,12,3.0,2,3/14/20,463627.0,0.6470718918440902,3.0,Yes
937,Seminole,13,0.0,2,3/15/20,463627.0,0.0,-3.0,No
1006,Seminole,14,0.0,3,3/16/20,463627.0,0.0,0.0,No
