,County,Day,Cases,Week,Date,Population,Rate,Change,Double,Increase,Total
1051,Sumter,14,0.0,3,3/16/20,125779.0,0.0,0.0,No,,0.0
1123,Sumter,15,1.0,3,3/17/20,125779.0,0.7950452778285724,1.0,Yes,100.0,0.7950452778285724
1195,Sumter,16,1.0,3,3/18/20,125779.0,0.7950452778285724,0.0,Yes,inf,1.5900905556571447
1267,Sumter,17,0.0,3,3/19/20,125779.0,0.0,-1.0,No,-0.0,0.7950452778285724
1339,Sumter,18,2.0,3,3/20/20,125779.0,1.5900905556571447,2.0,Yes,100.0,1.5900905556571447
1411,Sumter,19,1.0,3,3/21/20,125779.0,0.7950452778285724,-1.0,No,-100.0,2.385135833485717
66,Suwannee,0,0.0,1,3/2/20,45123.0,0.0,0.0,No,,0.0
138,Suwannee,1,0.0,1,3/3/20,45123.0,0.0,0.0,No,,0.0
210,Suwannee,2,0.0,1,3/4/20,45123.0,0.0,0.0,No,,0.0
282,Suwannee,3,0.0,1,3/5/20,45123.0,0.0,0.0,No,,0.0
354,Suwannee,4,0.0,1,3/6/20,45123.0,0.0,0.0,No,,0.0
426,Suwannee,5,0.0,1,3/7/20,45123.0,0.0,0.0,No,,0.0
498,Suwannee,6,0.0,1,3/8/20,45123.0,0.0,0.0,No,,0.0
570,Suwannee,7,0.0,2,3/9/20,45123.0,0.0,0.0,No,,0.0
642,Suwannee,8,0.0,2,3/10/20,45123.0,0.0,0.0,No,,0.0
714,Suwannee,9,0.0,2,3/11/20,45123.0,0.0,0.0,No,,0.0
786,Suwannee,10,0.0,2,3/12/20,45123.0,0.0,0.0,No,,0.0
858,Suwannee,11,0.0,2,3/13/20,45123.0,0.0,0.0,No,,0.0
930,Suwannee,12,0.0,2,3/14/20,45123.0,0.0,0.0,No,,0.0
1002,Suwannee,13,0.0,2,3/15/20,45123.0,0.0,0.0,No,,0.0
1074,Suwannee,14,0.0,3,3/16/20,45123.0,0.0,0.0,No,,0.0
1146,Suwannee,15,0.0,3,3/17/20,45123.0,0.0,0.0,No,,0.0
1218,Suwannee,16,0.0,3,3/18/20,45123.0,0.0,0.0,No,,0.0
1290,Suwannee,17,0.0,3,3/19/20,45123.0,0.0,0.0,No,,0.0
1362,Suwannee,18,0.0,3,3/20/20,45123.0,0.0,0.0,No,,0.0
1434,Suwannee,19,0.0,3,3/21/20,45123.0,0.0,0.0,No,,0.0
67,Taylor,0,0.0,1,3/2/20,22258.0,0.0,0.0,No,,0.0
139,Taylor,1,0.0,1,3/3/20,22258.0,0.0,0.0,No,,0.0
211,Taylor,2,0.0,1,3/4/20,22258.0,0.0,0.0,No,,0.0
283,Taylor,3,0.0,1,3/5/20,22258.0,0.0,0.0,No,,0.0
355,Taylor,4,0.0,1,3/6/20,22258.0,0.0,0.0,No,,0.0
427,Taylor,5,0.0,1,3/7/20,22258.0,0.0,0.0,No,,0.0
499,Taylor,6,0.0,1,3/8/20,22258.0,0.0,0.0,No,,0.0
571,Taylor,7,0.0,2,3/9/20,22258.0,0.0,0.0,No,,0.0
643,Taylor,8,0.0,2,3/10/20,22258.0,0.0,0.0,No,,0.0
715,Taylor,9,0.0,2,3/11/20,22258.0,0.0,0.0,No,,0.0
787,Taylor,10,0.0,2,3/12/20,22258.0,0.0,0.0,No,,0.0
859,Taylor,11,0.0,2,3/13/20,22258.0,0.0,0.0,No,,0.0
931,Taylor,12,0.0,2,3/14/20,22258.0,0.0,0.0,No,,0.0
1003,Taylor,13,0.0,2,3/15/20,22258.0,0.0,0.0,No,,0.0
1075,Taylor,14,0.0,3,3/16/20,22258.0,0.0,0.0,No,,0.0
1147,Taylor,15,0.0,3,3/17/20,22258.0,0.0,0.0,No,,0.0
1219,Taylor,16,0.0,3,3/18/20,22258.0,0.0,0.0,No,,0.0
1291,Taylor,17,0.0,3,3/19/20,22258.0,0.0,0.0,No,,0.0
1363,Taylor,18,0.0,3,3/20/20,22258.0,0.0,0.0,No,,0.0
1435,Taylor,19,0.0,3,3/21/20,22258.0,0.0,0.0,No,,0.0
68,Union,0,0.0,1,3/2/20,15966.0,0.0,0.0,No,,0.0
140,Union,1,0.0,1,3/3/20,15966.0,0.0,0.0,No,,0.0
212,Union,2,0.0,1,3/4/20,15966.0,0.0,0.0,No,,0.0
284,Union,3,0.0,1,3/5/20,15966.0,0.0,0.0,No,,0.0
356,Union,4,0.0,1,3/6/20,15966.0,0.0,0.0,No,,0.0
428,Union,5,0.0,1,3/7/20,15966.0,0.0,0.0,No,,0.0
500,Union,6,0.0,1,3/8/20,15966.0,0.0,0.0,No,,0.0
572,Union,7,0.0,2,3/9/20,15966.0,0.0,0.0,No,,0.0
644,Union,8,0.0,2,3/10/20,15966.0,0.0,0.0,No,,0.0
716,Union,9,0.0,2,3/11/20,15966.0,0.0,0.0,No,,0.0
788,Union,10,0.0,2,3/12/20,15966.0,0.0,0.0,No,,0.0
860,Union,11,0.0,2,3/13/20,15966.0,0.0,0.0,No,,0.0
932,Union,12,0.0,2,3/14/20,15966.0,0.0,0.0,No,,0.0
1004,Union,13,0.0,2,3/15/20,15966.0,0.0,0.0,No,,0.0
1076,Union,14,0.0,3,3/16/20,15966.0,0.0,0.0,No,,0.0
1148,Union,15,0.0,3,3/17/20,15966.0,0.0,0.0,No,,0.0
1220,Union,16,0.0,3,3/18/20,15966.0,0.0,0.0,No,,0.0
1292,Union,17,0.0,3,3/19/20,15966.0,0.0,0.0,No,,0.0
1364,Union,18,0.0,3,3/20/20,15966.0,0.0,0.0,No,,0.0
1436,Union,19,0.0,3,3/21/20,15966.0,0.0,0.0,No,,0.0
44,Unknown,0,0.0,1,3/2/20,,,0.0,No,,0.0
116,Unknown,1,0.0,1,3/3/20,,,0.0,No,,
188,Unknown,2,0.0,1,3/4/20,,,0.0,No,,
260,Unknown,3,0.0,1,3/5/20,,,0.0,No,,
332,Unknown,4,0.0,1,3/6/20,,,0.0,No,,
404,Unknown,5,0.0,1,3/7/20,,,0.0,No,,
476,Unknown,6,0.0,1,3/8/20,,,0.0,No,,
548,Unknown,7,0.0,2,3/9/20,,,0.0,No,,
620,Unknown,8,0.0,2,3/10/20,,,0.0,No,,
692,Unknown,9,0.0,2,3/11/20,,,0.0,No,,
764,Unknown,10,0.0,2,3/12/20,,,0.0,No,,
836,Unknown,11,0.0,2,3/13/20,,,0.0,No,,
908,Unknown,12,0.0,2,3/14/20,,,0.0,No,,
980,Unknown,13,0.0,2,3/15/20,,,0.0,No,,
1052,Unknown,14,0.0,3,3/16/20,,,0.0,No,,
1124,Unknown,15,0.0,3,3/17/20,,,0.0,No,,
1196,Unknown,16,0.0,3,3/18/20,,,0.0,No,,
1268,Unknown,17,0.0,3,3/19/20,,,0.0,No,,
1340,Unknown,18,1.0,3,3/20/20,,,1.0,Yes,100.0,
1412,Unknown,19,0.0,3,3/21/20,,,-1.0,No,-0.0,
45,Volusia,0,0.0,1,3/2/20,532926.0,0.0,0.0,No,,0.0
117,Volusia,1,0.0,1,3/3/20,532926.0,0.0,0.0,No,,0.0
189,Volusia,2,0.0,1,3/4/20,532926.0,0.0,0.0,No,,0.0
261,Volusia,3,0.0,1,3/5/20,532926.0,0.0,0.0,No,,0.0
333,Volusia,4,0.0,1,3/6/20,532926.0,0.0,0.0,No,,0.0
405,Volusia,5,1.0,1,3/7/20,532926.0,0.18764331257998296,1.0,Yes,100.0,0.18764331257998296
477,Volusia,6,1.0,1,3/8/20,532926.0,0.18764331257998296,0.0,Yes,inf,0.3752866251599659
549,Volusia,7,0.0,2,3/9/20,532926.0,0.0,-1.0,No,-0.0,0.18764331257998296
621,Volusia,8,0.0,2,3/10/20,532926.0,0.0,0.0,No,,0.0
693,Volusia,9,0.0,2,3/11/20,532926.0,0.0,0.0,No,,0.0
765,Volusia,10,1.0,2,3/12/20,532926.0,0.18764331257998296,1.0,Yes,100.0,0.18764331257998296
837,Volusia,11,3.0,2,3/13/20,532926.0,0.5629299377399489,2.0,Yes,150.0,0.7505732503199318
909,Volusia,12,1.0,2,3/14/20,532926.0,0.18764331257998296,-2.0,No,-50.0,0.7505732503199318
981,Volusia,13,1.0,2,3/15/20,532926.0,0.18764331257998296,0.0,Yes,inf,0.3752866251599659
1053,Volusia,14,1.0,3,3/16/20,532926.0,0.18764331257998296,0.0,Yes,inf,0.3752866251599659
1125,Volusia,15,0.0,3,3/17/20,532926.0,0.0,-1.0,No,-0.0,0.18764331257998296
1197,Volusia,16,0.0,3,3/18/20,532926.0,0.0,0.0,No,,0.0
1269,Volusia,17,1.0,3,3/19/20,532926.0,0.18764331257998296,1.0,Yes,100.0,0.18764331257998296
1341,Volusia,18,2.0,3,3/20/20,532926.0,0.3752866251599659,1.0,Yes,200.0,0.5629299377399488
1413,Volusia,19,2.0,3,3/21/20,532926.0,0.3752866251599659,0.0,Yes,inf,0.7505732503199318
69,Wakulla,0,0.0,1,3/2/20,32350.0,0.0,0.0,No,,0.0
141,Wakulla,1,0.0,1,3/3/20,32350.0,0.0,0.0,No,,0.0
213,Wakulla,2,0.0,1,3/4/20,32350.0,0.0,0.0,No,,0.0
285,Wakulla,3,0.0,1,3/5/20,32350.0,0.0,0.0,No,,0.0
357,Wakulla,4,0.0,1,3/6/20,32350.0,0.0,0.0,No,,0.0
429,Wakulla,5,0.0,1,3/7/20,32350.0,0.0,0.0,No,,0.0
501,Wakulla,6,0.0,1,3/8/20,32350.0,0.0,0.0,No,,0.0
573,Wakulla,7,0.0,2,3/9/20,32350.0,0.0,0.0,No,,0.0
645,Wakulla,8,0.0,2,3/10/20,32350.0,0.0,0.0,No,,0.0
717,Wakulla,9,0.0,2,3/11/20,32350.0,0.0,0.0,No,,0.0
789,Wakulla,10,0.0,2,3/12/20,32350.0,0.0,0.0,No,,0.0
861,Wakulla,11,0.0,2,3/13/20,32350.0,0.0,0.0,No,,0.0
933,Wakulla,12,0.0,2,3/14/20,32350.0,0.0,0.0,No,,0.0
1005,Wakulla,13,0.0,2,3/15/20,32350.0,0.0,0.0,No,,0.0
1077,Wakulla,14,0.0,3,3/16/20,32350.0,0.0,0.0,No,,0.0
1149,Wakulla,15,0.0,3,3/17/20,32350.0,0.0,0.0,No,,0.0
1221,Wakulla,16,0.0,3,3/18/20,32350.0,0.0,0.0,No,,0.0
1293,Wakulla,17,0.0,3,3/19/20,32350.0,0.0,0.0,No,,0.0
1365,Wakulla,18,0.0,3,3/20/20,32350.0,0.0,0.0,No,,0.0
1437,Wakulla,19,0.0,3,3/21/20,32350.0,0.0,0.0,No,,0.0
46,Walton,0,0.0,1,3/2/20,67926.0,0.0,0.0,No,,0.0
118,Walton,1,0.0,1,3/3/20,67926.0,0.0,0.0,No,,0.0
190,Walton,2,0.0,1,3/4/20,67926.0,0.0,0.0,No,,0.0
262,Walton,3,0.0,1,3/5/20,67926.0,0.0,0.0,No,,0.0
334,Walton,4,0.0,1,3/6/20,67926.0,0.0,0.0,No,,0.0
406,Walton,5,0.0,1,3/7/20,67926.0,0.0,0.0,No,,0.0
478,Walton,6,0.0,1,3/8/20,67926.0,0.0,0.0,No,,0.0
550,Walton,7,0.0,2,3/9/20,67926.0,0.0,0.0,No,,0.0
622,Walton,8,0.0,2,3/10/20,67926.0,0.0,0.0,No,,0.0
694,Walton,9,0.0,2,3/11/20,67926.0,0.0,0.0,No,,0.0
766,Walton,10,0.0,2,3/12/20,67926.0,0.0,0.0,No,,0.0
838,Walton,11,0.0,2,3/13/20,67926.0,0.0,0.0,No,,0.0
910,Walton,12,0.0,2,3/14/20,67926.0,0.0,0.0,No,,0.0
982,Walton,13,0.0,2,3/15/20,67926.0,0.0,0.0,No,,0.0
1054,Walton,14,0.0,3,3/16/20,67926.0,0.0,0.0,No,,0.0
1126,Walton,15,1.0,3,3/17/20,67926.0,1.4721903247651855,1.0,Yes,100.0,1.4721903247651855
1198,Walton,16,0.0,3,3/18/20,67926.0,0.0,-1.0,No,-0.0,1.4721903247651855
1270,Walton,17,2.0,3,3/19/20,67926.0,2.944380649530371,2.0,Yes,100.0,2.944380649530371
1342,Walton,18,1.0,3,3/20/20,67926.0,1.4721903247651855,-1.0,No,-100.0,4.416570974295556
1414,Walton,19,0.0,3,3/21/20,67926.0,0.0,-1.0,No,-0.0,1.4721903247651855
70,Washington,0,0.0,1,3/2/20,25243.0,0.0,0.0,No,,0.0
142,Washington,1,0.0,1,3/3/20,25243.0,0.0,0.0,No,,0.0
214,Washington,2,0.0,1,3/4/20,25243.0,0.0,0.0,No,,0.0
286,Washington,3,0.0,1,3/5/20,25243.0,0.0,0.0,No,,0.0
358,Washington,4,0.0,1,3/6/20,25243.0,0.0,0.0,No,,0.0
430,Washington,5,0.0,1,3/7/20,25243.0,0.0,0.0,No,,0.0
502,Washington,6,0.0,1,3/8/20,25243.0,0.0,0.0,No,,0.0
574,Washington,7,0.0,2,3/9/20,25243.0,0.0,0.0,No,,0.0
646,Washington,8,0.0,2,3/10/20,25243.0,0.0,0.0,No,,0.0
718,Washington,9,0.0,2,3/11/20,25243.0,0.0,0.0,No,,0.0
790,Washington,10,0.0,2,3/12/20,25243.0,0.0,0.0,No,,0.0
862,Washington,11,0.0,2,3/13/20,25243.0,0.0,0.0,No,,0.0
934,Washington,12,0.0,2,3/14/20,25243.0,0.0,0.0,No,,0.0
1006,Washington,13,0.0,2,3/15/20,25243.0,0.0,0.0,No,,0.0
1078,Washington,14,0.0,3,3/16/20,25243.0,0.0,0.0,No,,0.0
1150,Washington,15,0.0,3,3/17/20,25243.0,0.0,0.0,No,,0.0
1222,Washington,16,0.0,3,3/18/20,25243.0,0.0,0.0,No,,0.0
1294,Washington,17,0.0,3,3/19/20,25243.0,0.0,0.0,No,,0.0
1366,Washington,18,0.0,3,3/20/20,25243.0,0.0,0.0,No,,0.0
1438,Washington,19,0.0,3,3/21/20,25243.0,0.0,0.0,No,,0.0
